cohort,schoolid,schoolname,bar_ftlt,bar_ftst,bar_ptlt,bar_ptst,bar_emp,jda_ftlt,jda_ftst,jda_ptlt,jda_ptst,jda_emp,prof_ftlt,prof_ftst,prof_ptlt,prof_ptst,prof_emp,nprof_ftlt,nprof_ftst,nprof_ptlt,nprof_ptst,nprof_emp,undet_ftlt,undet_ftst,undet_ptlt,undet_ptst,undet_emp,lawfund_emp,gradsch_ft,emp_def,unemp_ns,unemp_seek,emp_stat_unk,total_grads,lt_emp,solo_ftlt,solo_ftst,solo_ptlt,solo_ptst,solo_emp,sz_1_10_ftlt,sz_1_10_ftst,sz_1_10_ptlt,sz_1_10_ptst,sz_1_10_emp,sz_11_25_ftlt,sz_11_25_ftst,sz_11_25_ptlt,sz_11_25_ptst,sz_11_25_emp,sz_26_50_ftlt,sz_26_50_ftst,sz_26_50_ptlt,sz_26_50_ptst,sz_26_50_emp,sz_51_100_ftlt,sz_51_100_ftst,sz_51_100_ptlt,sz_51_100_ptst,sz_51_100_emp,sz_101_250_ftlt,sz_101_250_ftst,sz_101_250_ptlt,sz_101_250_ptst,sz_101_250_emp,sz_251_500_ftlt,sz_251_500_ftst,sz_251_500_ptlt,sz_251_500_ptst,sz_251_500_emp,sz_501up_ftlt,sz_501up_ftst,sz_501up_ptlt,sz_501up_ptst,sz_501up_emp,sz_unk_ftlt,sz_unk_ftst,sz_unk_ptlt,sz_unk_ptst,sz_unk_emp,bsind_ftlt,bsind_ftst,bsind_ptlt,bsind_ptst,bsind_emp,gov_ftlt,gov_ftst,gov_ptlt,gov_ptst,gov_emp,pub_ftlt,pub_ftst,pub_ptlt,pub_ptst,pub_emp,fedclk_ftlt,fedclk_ftst,fedclk_ptlt,fedclk_ptst,fedclk_emp,locclk_ftlt,locclk_ftst,locclk_ptlt,locclk_ptst,locclk_emp,othclk_ftlt,acad_ftlt,acad_ftst,acad_ptlt,acad_ptst,acad_emp,unk_ftlt,unk_ftst,unk_ptlt,unk_ptst,unk_emp,total_ftlt,total_ftst,total_ptlt,total_ptst,total_emp_type,fundbar_ftlt,fundbar_ftst,fundbar_ptlt,fundbar_ptst,fundbar_emp,fundjda_ftlt,fundjda_ftst,fundjda_ptlt,fundjda_ptst,fundjda_emp,fundprof_ftlt,fundprof_ftst,fundprof_ptlt,fundprof_ptst,fundprof_emp,fundnprof_ftlt,fundnprof_ftst,fundnprof_ptlt,fundnprof_ptst,fundnprof_emp,funded_emp,state_emp1,state_emp1_num,state_emp2,state_emp2_num,state_emp3,state_emp3_num,foreign_emp_num
2023,114,"AKRON, THE UNIVERSITY OF",83.0,1.0,0.0,0.0,84.0,21,0,4,0,25,2,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,3,2,119,111,2,0,0,0,2,22,0,2,0,24,12,0,0,0,12,7,0,0,0,7,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,19,1,1,0,21,17,0,1,0,18,11,0,1,0,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2,0,0,0,2,0,0,0,0,0,106,1,5,0,112,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,OHIO,91.0,NEW YORK,3.0,DISTRICT OF COLUMBIA,2.0,0.0
2023,2,"ALABAMA, THE UNIVERSITY OF",110.0,0.0,0.0,0.0,110.0,6,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,5,0,123,116,0,0,0,0,0,18,0,0,0,18,4,0,0,0,4,4,0,0,0,4,5,0,0,0,5,8,0,0,0,8,12,0,0,0,12,20,0,0,0,20,0,0,0,0,0,4,0,0,0,4,16,0,0,0,16,9,0,0,0,9,10,0,0,0,10,4.0,0.0,0.0,0.0,4.0,,2,0,0,0,2,0,0,0,0,0,116,0,0,0,116,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,ALABAMA,58.0,GEORGIA,10.0,FLORIDA,8.0,0.0
2023,97,ALBANY LAW SCHOOL,147.0,0.0,0.0,0.0,147.0,4,2,0,0,6,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,2,165,153,1,0,0,0,1,28,0,0,0,28,19,0,0,0,19,10,0,0,0,10,3,0,0,0,3,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,5,0,0,1,6,46,2,0,0,48,12,0,0,0,12,0,0,0,0,0,12.0,0.0,0.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,153,2,0,1,156,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,NEW YORK,134.0,DISTRICT OF COLUMBIA,3.0,MASSACHUSETTS,3.0,1.0
2023,27,AMERICAN UNIVERSITY,248.0,2.0,0.0,0.0,250.0,23,1,2,3,29,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,5,0,22,1,313,275,0,0,0,0,0,26,0,2,2,30,9,0,0,0,9,13,0,0,0,13,8,0,0,0,8,8,0,0,0,8,9,0,0,0,9,35,0,0,0,35,0,0,0,0,0,20,0,0,1,21,55,0,0,0,55,36,1,0,0,37,7,0,0,0,7,47.0,2.0,0.0,0.0,49.0,,2,0,0,0,2,0,0,0,0,0,275,3,2,3,283,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,DISTRICT OF COLUMBIA,146.0,MARYLAND,39.0,NEW YORK,25.0,2.0
2023,191,APPALACHIAN SCHOOL OF LAW,35.0,0.0,0.0,0.0,35.0,5,0,0,0,5,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,11,54,40,2,0,0,0,2,13,0,0,0,13,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,6,0,0,0,6,8,0,0,0,8,0,0,0,0,0,4.0,0.0,0.0,0.0,4.0,,1,0,0,0,1,0,0,0,0,0,40,0,0,1,41,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,VIRGINIA,14.0,WEST VIRGINIA,9.0,FLORIDA,3.0,0.0
2023,4,"ARIZONA, THE UNIVERSITY OF",87.0,1.0,0.0,0.0,88.0,16,0,0,0,16,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,3,1,114,104,0,0,0,0,0,26,0,0,0,26,11,0,0,0,11,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,2,0,0,0,2,10,0,0,0,10,0,0,0,0,0,7,0,0,0,7,15,0,0,0,15,9,0,0,0,9,5,0,0,0,5,12.0,1.0,0.0,0.0,13.0,,2,1,0,0,3,0,0,0,0,0,104,2,0,0,106,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,ARIZONA,82.0,CALIFORNIA,7.0,NEW YORK,3.0,3.0
2023,3,ARIZONA STATE UNIVERSITY,211.0,1.0,2.0,1.0,215.0,19,0,0,1,20,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,3,2,12,1,259,234,1,0,1,0,2,40,0,1,1,42,12,0,0,0,12,8,0,0,0,8,8,0,0,0,8,7,0,0,0,7,11,0,0,0,11,25,0,0,0,25,0,0,0,0,0,18,0,0,0,18,34,0,0,0,34,21,0,0,0,21,7,0,0,0,7,32.0,0.0,0.0,0.0,32.0,,8,1,0,0,9,0,0,0,1,1,232,1,2,2,237,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,ARIZONA,166.0,CALIFORNIA,16.0,DISTRICT OF COLUMBIA,7.0,0.0
2023,5,"ARKANSAS, UNIVERSITY OF",85.0,1.0,2.0,0.0,88.0,7,0,6,0,13,1,1,1,0,3,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,7,0,4,1,1,118,102,0,0,0,0,0,21,0,4,0,25,8,0,0,0,8,7,0,0,0,7,5,0,0,0,5,2,0,0,0,2,2,0,0,0,2,6,0,0,0,6,1,0,0,0,1,13,2,3,0,18,16,0,1,0,17,8,0,1,0,9,3,1,0,0,4,1.0,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,93,3,9,0,105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,ARKANSAS,70.0,TEXAS,10.0,MISSOURI,9.0,1.0
2023,6,"ARKANSAS AT LITTLE ROCK, UNIVERSITY OF",77.0,0.0,3.0,0.0,80.0,14,0,2,0,16,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,2,5,9,0,122,99,2,0,0,0,2,30,0,2,0,32,6,0,0,0,6,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,10,0,0,0,10,18,0,0,0,18,9,0,3,0,12,1,0,0,0,1,2.0,0.0,0.0,0.0,2.0,,1,0,0,0,1,0,0,0,0,0,94,0,5,0,99,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,ARKANSAS,75.0,TEXAS,8.0,MISSOURI,4.0,0.0
2023,222,ATLANTA'S JOHN MARSHALL LAW SCHOOL,40.0,0.0,3.0,2.0,45.0,12,0,2,0,14,3,0,0,0,3,1.0,0.0,0.0,0.0,1.0,1,0,4,0,5,0,0,0,2,13,3,86,66,1,0,2,0,3,18,0,5,0,23,4,0,0,1,5,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,1,0,2,9,0,1,0,10,7,0,0,0,7,8,0,0,1,9,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,,1,0,0,0,1,0,0,0,0,0,57,0,9,2,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,GEORGIA,57.0,CALIFORNIA,2.0,DISTRICT OF COLUMBIA,2.0,0.0
2023,193,AVE MARIA SCHOOL OF LAW,66.0,0.0,2.0,1.0,69.0,9,0,1,0,10,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,9,2,4,98,79,3,0,0,0,3,20,0,3,1,24,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,10,0,0,0,10,14,0,0,0,14,8,0,0,0,8,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,,1,0,0,0,1,0,0,0,0,0,77,0,3,1,81,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,FLORIDA,60.0,COLORADO,3.0,MICHIGAN,2.0,0.0
2023,67,"BALTIMORE, UNIVERSITY OF",134.0,1.0,1.0,0.0,136.0,23,1,6,1,31,11,0,1,1,13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,14,0,196,176,1,0,0,0,1,33,1,6,0,40,5,0,0,0,5,7,0,0,0,7,3,0,0,0,3,5,0,0,0,5,2,0,0,0,2,7,0,0,0,7,0,0,0,0,0,17,0,1,0,18,25,0,0,1,26,11,1,1,0,13,0,0,0,0,0,48.0,0.0,0.0,0.0,48.0,,4,0,0,1,5,0,0,0,0,0,168,2,8,2,180,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,MARYLAND,161.0,DISTRICT OF COLUMBIA,8.0,NEW JERSEY,3.0,0.0
2023,192,BARRY UNIVERSITY,113.0,4.0,0.0,0.0,117.0,5,4,5,2,16,13,2,2,1,18,2.0,2.0,2.0,3.0,9.0,0,0,0,0,0,0,2,0,4,17,2,185,142,2,0,0,0,2,43,2,2,1,48,7,0,0,0,7,8,0,0,0,8,2,0,1,0,3,2,1,0,0,3,1,0,0,0,1,5,0,0,0,5,1,0,0,0,1,17,4,3,2,26,26,2,1,2,31,16,2,0,0,18,0,0,0,0,0,1.0,1.0,0.0,0.0,2.0,,2,0,1,1,4,0,0,1,0,1,133,12,9,6,160,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,FLORIDA,139.0,TENNESSEE,3.0,TEXAS,3.0,0.0
2023,149,BAYLOR UNIVERSITY,131.0,0.0,0.0,0.0,131.0,2,0,0,0,2,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,1,0,138,135,1,0,0,0,1,31,0,0,0,31,17,0,0,0,17,12,0,0,0,12,10,0,0,0,10,6,0,0,0,6,8,0,0,0,8,13,0,0,0,13,0,0,0,0,0,6,0,0,0,6,21,0,0,0,21,0,0,0,0,0,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,,2,0,0,0,2,0,0,0,0,0,135,0,0,0,135,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,TEXAS,119.0,ARIZONA,2.0,CALIFORNIA,2.0,0.0
2023,213,BELMONT UNIVERSITY,93.0,1.0,0.0,0.0,94.0,4,0,1,0,5,2,0,0,0,2,1.0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,2,0,4,0,110,101,5,0,0,0,5,33,0,1,0,34,10,0,0,0,10,7,0,0,0,7,2,0,0,0,2,3,0,0,0,3,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,5,0,0,2,7,11,1,0,0,12,2,0,0,0,2,0,0,0,0,0,8.0,0.0,0.0,0.0,8.0,,3,0,0,0,3,1,0,0,0,1,100,1,1,2,104,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,TENNESSEE,84.0,ALABAMA,3.0,ARIZONA,2.0,0.0
2023,73,BOSTON COLLEGE,227.0,0.0,0.0,0.0,227.0,5,0,0,0,5,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,3,1,1,0,4,0,243,234,1,0,0,0,1,12,0,0,0,12,4,0,0,0,4,7,0,0,0,7,5,0,0,0,5,16,0,0,0,16,19,0,0,0,19,107,0,0,0,107,0,0,0,0,0,10,0,0,0,10,13,0,0,0,13,24,0,0,0,24,8,0,0,0,8,10.0,0.0,0.0,0.0,10.0,,0,0,0,0,0,0,0,1,0,1,236,0,1,0,237,3.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,MASSACHUSETTS,136.0,NEW YORK,36.0,CALIFORNIA,12.0,2.0
2023,69,BOSTON UNIVERSITY,216.0,0.0,0.0,0.0,216.0,14,0,0,1,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,2,0,2,1,0,243,230,0,0,0,0,0,8,0,0,0,8,11,0,0,0,11,9,0,0,0,9,2,0,0,0,2,18,0,0,0,18,16,0,0,0,16,102,0,0,0,102,0,0,0,0,0,6,0,0,1,7,21,0,0,0,21,17,0,0,0,17,8,0,0,0,8,14.0,0.0,0.0,0.0,14.0,,5,0,0,0,5,0,0,0,0,0,237,0,0,1,238,2.0,0.0,0.0,0.0,2.0,5,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,MASSACHUSETTS,135.0,NEW YORK,35.0,CALIFORNIA,15.0,3.0
2023,150,BRIGHAM YOUNG UNIVERSITY,93.0,1.0,1.0,0.0,95.0,11,0,2,0,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,111,107,1,0,0,0,1,16,0,1,0,17,6,0,0,0,6,4,0,0,0,4,6,0,0,0,6,2,0,0,0,2,5,0,0,0,5,18,0,0,0,18,0,0,0,0,0,9,0,2,0,11,10,0,0,0,10,8,0,0,0,8,10,1,0,0,11,12.0,0.0,0.0,0.0,12.0,,0,0,0,0,0,0,0,0,0,0,107,1,3,0,111,2.0,0.0,0.0,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,UTAH,58.0,TEXAS,12.0,CALIFORNIA,7.0,2.0
2023,100,BROOKLYN LAW SCHOOL,308.0,1.0,1.0,0.0,310.0,19,0,0,4,23,2,0,1,0,3,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,2,0,1,1,35,1,377,331,0,0,0,0,0,52,0,0,1,53,21,0,1,0,22,10,0,0,0,10,20,0,0,0,20,12,0,0,0,12,14,0,0,0,14,77,0,0,0,77,0,0,0,0,0,22,2,1,1,26,45,0,0,2,47,37,0,0,1,38,6,1,0,0,7,12.0,0.0,0.0,0.0,12.0,,1,0,0,0,1,0,0,0,0,0,329,3,2,5,339,0.0,1.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,NEW YORK,305.0,NEW JERSEY,10.0,FLORIDA,4.0,1.0
2023,98,"BUFFALO, UNIVERSITY AT",128.0,0.0,0.0,0.0,128.0,14,0,2,0,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,1,4,4,0,157,144,1,0,0,0,1,24,0,2,0,26,11,0,0,0,11,9,0,0,0,9,8,0,0,0,8,14,0,0,0,14,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,27,0,0,0,27,25,0,0,0,25,1,0,0,0,1,5.0,0.0,0.0,0.0,5.0,,5,0,0,0,5,0,0,0,0,0,145,0,2,0,147,0.0,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,NEW YORK,129.0,CALIFORNIA,2.0,MARYLAND,2.0,2.0
2023,7,"CALIFORNIA-BERKELEY, UNIVERSITY OF",295.0,2.0,1.0,0.0,298.0,5,0,0,0,5,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,12,4,2,2,10,1,336,303,0,0,0,0,0,6,0,1,0,7,3,0,0,0,3,5,0,0,0,5,8,0,0,0,8,8,0,0,0,8,14,0,0,0,14,156,0,0,0,156,0,0,0,0,0,0,0,1,0,1,18,0,0,0,18,55,2,0,0,57,25,0,0,0,25,12.0,0.0,0.0,0.0,12.0,1.0,1,0,0,1,2,0,0,0,0,0,312,2,2,1,317,11.0,0.0,0.0,0.0,11.0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,CALIFORNIA,217.0,NEW YORK,32.0,DISTRICT OF COLUMBIA,19.0,3.0
2023,8,"CALIFORNIA-DAVIS, UNIVERSITY OF",154.0,0.0,0.0,0.0,154.0,7,0,1,1,9,0,0,0,0,0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,5,1,0,1,5,1,178,163,0,0,0,0,0,15,0,0,0,15,9,0,0,0,9,10,0,0,0,10,5,0,0,0,5,5,0,0,0,5,4,0,0,0,4,41,0,0,0,41,0,0,0,1,1,9,0,2,1,12,19,0,0,0,19,38,0,0,0,38,2,0,0,0,2,5.0,0.0,0.0,0.0,5.0,,1,0,0,3,4,0,0,0,0,0,163,0,2,5,170,2.0,0.0,0.0,0.0,2.0,0,0,0,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,CALIFORNIA,149.0,ALASKA,3.0,COLORADO,3.0,1.0
2023,211,"CALIFORNIA-IRVINE, UNIVERSITY OF",120.0,1.0,0.0,0.0,121.0,3,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,4,0,130,123,0,0,0,0,0,12,0,0,0,12,5,0,0,0,5,2,0,0,0,2,5,0,0,0,5,4,0,0,0,4,9,0,0,0,9,49,0,0,0,49,0,0,0,0,0,5,0,0,0,5,8,0,0,0,8,12,1,0,0,13,10,0,0,0,10,3.0,0.0,0.0,0.0,3.0,,1,0,0,0,1,0,0,0,0,0,125,1,0,0,126,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,CALIFORNIA,105.0,NEW YORK,4.0,WASHINGTON,3.0,0.0
2023,9,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",287.0,0.0,0.0,0.0,287.0,5,0,0,0,5,1,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17,1,2,1,4,0,319,294,0,0,0,0,0,12,0,0,0,12,12,0,0,0,12,4,0,0,0,4,15,0,0,0,15,14,0,0,0,14,6,0,0,0,6,158,0,0,0,158,0,0,0,0,0,7,0,1,0,8,7,0,0,0,7,49,0,0,0,49,20,0,0,0,20,3.0,0.0,0.0,0.0,3.0,,3,0,0,0,3,0,0,0,0,0,310,0,1,0,311,15.0,0.0,0.0,0.0,15.0,2,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17,CALIFORNIA,250.0,NEW YORK,27.0,DISTRICT OF COLUMBIA,7.0,2.0
2023,16,"CALIFORNIA-SAN FRANCISCO, UNIVERSITY OF",253.0,5.0,2.0,1.0,261.0,21,1,2,1,25,1,1,3,0,5,0.0,0.0,1.0,0.0,1.0,0,0,0,1,1,21,1,4,5,14,3,341,283,0,0,0,0,0,32,0,1,0,33,14,0,0,0,14,13,0,0,0,13,8,0,0,0,8,15,0,0,0,15,10,0,0,0,10,97,0,1,0,98,2,0,0,0,2,24,2,5,1,32,29,2,0,1,32,38,5,0,0,43,1,0,0,0,1,5.0,0.0,0.0,0.0,5.0,1.0,2,0,0,3,5,0,0,1,1,2,291,9,8,6,314,14.0,0.0,0.0,0.0,14.0,2,1,0,3,6,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,21,CALIFORNIA,291.0,NEW YORK,7.0,OREGON,3.0,3.0
2023,14,CALIFORNIA WESTERN SCHOOL OF LAW,93.0,0.0,0.0,0.0,93.0,37,0,2,0,39,3,0,0,0,3,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,4,1,5,25,9,180,136,0,0,0,0,0,53,0,2,0,55,9,0,0,0,9,11,0,0,0,11,4,0,0,0,4,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,1,0,9,24,0,0,0,24,9,0,0,0,9,0,0,0,0,0,3.0,0.0,0.0,0.0,3.0,,2,0,0,0,2,0,0,0,0,0,133,0,3,0,136,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,CALIFORNIA,120.0,DISTRICT OF COLUMBIA,4.0,ARIZONA,2.0,0.0
2023,169,CAMPBELL UNIVERSITY,113.0,0.0,1.0,2.0,116.0,7,0,0,2,9,3,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,0,2,10,1,147,124,4,0,0,0,4,41,1,1,2,45,11,0,0,0,11,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,6,1,0,1,8,25,0,0,0,25,8,0,0,0,8,1,0,0,0,1,5.0,0.0,0.0,0.0,5.0,,1,1,0,1,3,0,0,0,0,0,124,3,1,4,132,1.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,NORTH CAROLINA,112.0,SOUTH CAROLINA,4.0,VIRGINIA,3.0,0.0
2023,118,CAPITAL UNIVERSITY LAW SCHOOL,90.0,0.0,0.0,1.0,91.0,7,1,0,0,8,4,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,20,4,129,101,0,0,0,0,0,33,0,0,0,33,10,0,0,0,10,7,0,0,0,7,1,0,0,0,1,1,0,0,0,1,7,0,0,0,7,5,0,0,1,6,0,0,0,0,0,11,1,0,0,12,16,0,0,0,16,8,0,0,0,8,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,,1,0,0,0,1,0,0,0,0,0,101,1,0,1,103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,OHIO,86.0,FLORIDA,6.0,COLORADO,2.0,0.0
2023,168,"CARDOZO, YESHIVA UNIVERSITY",267.0,1.0,2.0,0.0,270.0,13,0,3,0,16,0,0,1,0,1,1.0,0.0,1.0,1.0,3.0,0,0,0,0,0,1,1,3,3,19,1,318,288,0,0,0,0,0,57,0,4,0,61,22,0,0,0,22,12,0,0,0,12,11,0,0,0,11,10,0,0,0,10,9,0,0,0,9,70,0,0,0,70,0,0,0,0,0,21,0,3,1,25,26,0,0,0,26,32,1,0,0,33,2,0,0,0,2,8.0,0.0,0.0,0.0,8.0,,2,0,0,0,2,0,0,0,0,0,282,1,7,1,291,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,NEW YORK,249.0,NEW JERSEY,10.0,FLORIDA,7.0,2.0
2023,117,CASE WESTERN RESERVE UNIVERSITY,87.0,0.0,0.0,0.0,87.0,10,0,0,0,10,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,1,3,0,10,2,118,98,1,0,0,0,1,10,0,0,0,10,5,0,0,0,5,6,0,0,0,6,7,0,0,0,7,6,0,0,0,6,9,0,0,0,9,10,0,0,0,10,0,0,0,0,0,13,0,0,0,13,11,0,0,0,11,12,0,0,0,12,3,0,0,0,3,4.0,0.0,0.0,0.0,4.0,,3,1,0,1,5,0,0,0,0,0,100,1,0,1,102,0.0,0.0,0.0,0.0,0.0,2,1,0,1,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,OHIO,63.0,CALIFORNIA,5.0,FLORIDA,4.0,2.0
2023,29,"CATHOLIC UNIVERSITY OF AMERICA, THE",79.0,0.0,1.0,0.0,80.0,18,1,0,0,19,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,2,2,1,1,2,0,109,100,1,0,0,0,1,10,0,0,0,10,2,0,0,0,2,5,0,0,0,5,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,10,0,0,0,10,0,0,0,0,0,14,0,0,0,14,22,1,0,0,23,6,0,1,0,7,3,0,0,0,3,17.0,0.0,0.0,0.0,17.0,,0,0,0,0,0,0,0,0,0,0,101,1,1,0,103,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,DISTRICT OF COLUMBIA,52.0,MARYLAND,20.0,VIRGINIA,13.0,0.0
2023,186,CHAPMAN UNIVERSITY,119.0,0.0,0.0,0.0,119.0,14,0,0,2,16,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,6,0,143,134,1,0,0,0,1,36,0,0,2,38,31,0,0,0,31,15,0,0,0,15,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,6,0,0,0,6,0,0,0,0,0,11,0,0,0,11,8,0,0,0,8,6,0,0,0,6,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,1,0,0,0,0,0,134,0,0,2,136,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,CALIFORNIA,130.0,GEORGIA,2.0,ALASKA,1.0,0.0
