SchoolName,SchoolYear,School List,FT Male,NONFT Male,Total Male,FT Female,NonFT Female,Total Female,FT Other,NonFT Other,Total Other,FT People of Color,NonFT People of Color,Total People of Color,Total FT,Total NonFT,Total,FullTimeLibrarians,PartTimeLibrarians,TotalLibrarians,FTMale,FTFemale,FTAGI,FTPNR,FTPOC,FTTotal,NONFTMale,NONFTFemale,NONFTAGI,NONFTPNR,NONFTPOC,NONFTTotal,MaleTotal,FemaleTotal,AGITotal,PNRTotal,POCTotal,TotalFaculties,FTLibrarians,PTLibrarians
,2022,NEW YORK UNIVERSITY,99.0,140.0,239.0,49.0,88.0,137.0,0.0,0.0,0.0,30.0,34.0,64.0,148.0,228.0,376.0,17.0,0.0,17,,,,,,,,,,,,,,,,,,,,
,2022,NORTH CAROLINA CENTRAL UNIVERSITY,11.0,19.0,30.0,20.0,23.0,43.0,0.0,0.0,0.0,22.0,22.0,44.0,31.0,42.0,73.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"NORTH CAROLINA, UNIVERSITY OF",28.0,44.0,72.0,32.0,36.0,68.0,0.0,0.0,0.0,8.0,12.0,20.0,60.0,80.0,140.0,12.0,0.0,12,,,,,,,,,,,,,,,,,,,,
,2022,"NORTH DAKOTA, UNIVERSITY OF",6.0,9.0,15.0,10.0,5.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,14.0,30.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,NORTHEASTERN UNIVERSITY,21.0,42.0,63.0,30.0,24.0,54.0,0.0,1.0,1.0,14.0,11.0,25.0,51.0,68.0,119.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,NORTHERN ILLINOIS UNIVERSITY,13.0,18.0,31.0,11.0,11.0,22.0,0.0,0.0,0.0,5.0,7.0,12.0,24.0,29.0,53.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,NORTHERN KENTUCKY UNIVERSITY,18.0,25.0,43.0,10.0,15.0,25.0,0.0,0.0,0.0,6.0,3.0,9.0,28.0,40.0,68.0,2.0,0.0,2,,,,,,,,,,,,,,,,,,,,
,2022,NORTHWESTERN UNIVERSITY,61.0,87.0,148.0,53.0,36.0,89.0,0.0,0.0,0.0,19.0,21.0,40.0,114.0,123.0,237.0,10.0,0.0,10,,,,,,,,,,,,,,,,,,,,
,2022,"NOTRE DAME, UNIVERSITY OF",39.0,54.0,93.0,17.0,23.0,40.0,0.0,2.0,2.0,11.0,7.0,18.0,56.0,79.0,135.0,8.0,0.0,8,,,,,,,,,,,,,,,,,,,,
,2022,NOVA SOUTHEASTERN UNIVERSITY,19.0,19.0,38.0,21.0,32.0,53.0,0.0,0.0,0.0,14.0,14.0,28.0,40.0,51.0,91.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,OHIO NORTHERN UNIVERSITY,12.0,4.0,16.0,6.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,18.0,5.0,23.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,
,2022,OHIO STATE UNIVERSITY,30.0,57.0,87.0,25.0,36.0,61.0,0.0,0.0,0.0,9.0,9.0,18.0,55.0,93.0,148.0,9.0,0.0,9,,,,,,,,,,,,,,,,,,,,
,2022,OKLAHOMA CITY UNIVERSITY,16.0,30.0,46.0,7.0,34.0,41.0,0.0,0.0,0.0,5.0,13.0,18.0,23.0,64.0,87.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,"OKLAHOMA, UNIVERSITY OF",17.0,27.0,44.0,17.0,11.0,28.0,0.0,0.0,0.0,5.0,7.0,12.0,34.0,38.0,72.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"OREGON, UNIVERSITY OF",14.0,23.0,37.0,21.0,29.0,50.0,0.0,0.0,0.0,6.0,9.0,15.0,35.0,52.0,87.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,PACE UNIVERSITY,20.0,52.0,72.0,18.0,45.0,63.0,1.0,0.0,1.0,7.0,12.0,19.0,39.0,97.0,136.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,PENNSYLVANIA STATE - DICKINSON LAW,12.0,14.0,26.0,15.0,11.0,26.0,1.0,0.0,1.0,9.0,8.0,17.0,28.0,25.0,53.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,PENNSYLVANIA STATE - PENN STATE LAW,29.0,16.0,45.0,23.0,9.0,32.0,0.0,1.0,1.0,10.0,3.0,13.0,52.0,26.0,78.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"PENNSYLVANIA, UNIVERSITY OF",50.0,111.0,161.0,50.0,64.0,114.0,4.0,9.0,13.0,21.0,42.0,63.0,104.0,184.0,288.0,19.0,0.0,19,,,,,,,,,,,,,,,,,,,,
,2022,PEPPERDINE UNIVERSITY,24.0,69.0,93.0,16.0,25.0,41.0,0.0,0.0,0.0,10.0,19.0,29.0,40.0,94.0,134.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,"PITTSBURGH, UNIVERSITY OF",17.0,80.0,97.0,18.0,30.0,48.0,0.0,0.0,0.0,8.0,8.0,16.0,35.0,110.0,145.0,5.0,1.0,6,,,,,,,,,,,,,,,,,,,,
,2022,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,22.0,29.0,51.0,13.0,14.0,27.0,0.0,0.0,0.0,35.0,43.0,78.0,35.0,43.0,78.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,"PUERTO RICO, UNIVERSITY OF",33.0,42.0,75.0,18.0,33.0,51.0,0.0,0.0,0.0,50.0,71.0,121.0,51.0,75.0,126.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,QUINNIPIAC UNIVERSITY,18.0,55.0,73.0,14.0,42.0,56.0,0.0,0.0,0.0,6.0,10.0,16.0,32.0,97.0,129.0,2.0,2.0,4,,,,,,,,,,,,,,,,,,,,
,2022,REGENT UNIVERSITY,17.0,34.0,51.0,7.0,11.0,18.0,0.0,0.0,0.0,5.0,7.0,12.0,24.0,45.0,69.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,"RICHMOND, UNIVERSITY OF",26.0,39.0,65.0,28.0,32.0,60.0,0.0,0.0,0.0,7.0,11.0,18.0,54.0,71.0,125.0,8.0,0.0,8,,,,,,,,,,,,,,,,,,,,
,2022,ROGER WILLIAMS UNIVERSITY,10.0,37.0,47.0,22.0,22.0,44.0,0.0,0.0,0.0,5.0,7.0,12.0,32.0,59.0,91.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,RUTGERS UNIVERSITY,55.0,58.0,113.0,53.0,39.0,92.0,0.0,0.0,0.0,27.0,16.0,43.0,108.0,97.0,205.0,11.0,0.0,11,,,,,,,,,,,,,,,,,,,,
,2022,SAINT LOUIS UNIVERSITY,17.0,43.0,60.0,31.0,27.0,58.0,0.0,0.0,0.0,5.0,13.0,18.0,48.0,70.0,118.0,3.0,3.0,6,,,,,,,,,,,,,,,,,,,,
,2022,SAMFORD UNIVERSITY,13.0,33.0,46.0,7.0,25.0,32.0,0.0,0.0,0.0,4.0,7.0,11.0,20.0,60.0,80.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"SAN DIEGO, UNIVERSITY OF",31.0,58.0,89.0,18.0,41.0,59.0,0.0,0.0,0.0,5.0,19.0,24.0,49.0,99.0,148.0,8.0,0.0,8,,,,,,,,,,,,,,,,,,,,
,2022,"SAN FRANCISCO, UNIVERSITY OF",15.0,22.0,37.0,22.0,16.0,38.0,0.0,0.0,0.0,11.0,8.0,19.0,37.0,38.0,75.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,SANTA CLARA UNIVERSITY,26.0,40.0,66.0,23.0,49.0,72.0,0.0,2.0,2.0,14.0,16.0,30.0,49.0,92.0,141.0,3.0,1.0,4,,,,,,,,,,,,,,,,,,,,
,2022,SEATTLE UNIVERSITY,25.0,58.0,83.0,29.0,45.0,74.0,0.0,0.0,0.0,15.0,26.0,41.0,54.0,103.0,157.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,SETON HALL UNIVERSITY,22.0,60.0,82.0,30.0,32.0,62.0,1.0,1.0,2.0,8.0,18.0,26.0,53.0,93.0,146.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTH CAROLINA, UNIVERSITY OF",24.0,55.0,79.0,26.0,22.0,48.0,0.0,0.0,0.0,6.0,15.0,21.0,50.0,77.0,127.0,11.0,0.0,11,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTH DAKOTA, UNIVERSITY OF",11.0,9.0,20.0,9.0,11.0,20.0,0.0,0.0,0.0,1.0,3.0,4.0,20.0,20.0,40.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,SOUTH TEXAS COLLEGE OF LAW HOUSTON,33.0,37.0,70.0,22.0,21.0,43.0,0.0,0.0,0.0,7.0,12.0,19.0,55.0,58.0,113.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTHERN CALIFORNIA, UNIVERSITY OF",25.0,85.0,110.0,26.0,45.0,71.0,0.0,0.0,0.0,13.0,19.0,32.0,51.0,130.0,181.0,8.0,0.0,8,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,9.0,9.0,18.0,15.0,8.0,23.0,0.0,0.0,0.0,3.0,3.0,6.0,24.0,17.0,41.0,2.0,1.0,3,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN METHODIST UNIVERSITY,19.0,79.0,98.0,23.0,24.0,47.0,0.0,0.0,0.0,7.0,15.0,22.0,42.0,103.0,145.0,7.0,0.0,7,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN UNIVERSITY,25.0,50.0,75.0,29.0,62.0,91.0,0.0,0.0,0.0,36.0,84.0,120.0,54.0,112.0,166.0,3.0,1.0,4,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHWESTERN LAW SCHOOL,30.0,57.0,87.0,31.0,49.0,80.0,0.0,0.0,0.0,16.0,31.0,47.0,61.0,106.0,167.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,ST. JOHN'S UNIVERSITY,18.0,70.0,88.0,21.0,57.0,78.0,0.0,0.0,0.0,8.0,20.0,28.0,39.0,127.0,166.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,ST. MARY'S UNIVERSITY,31.0,41.0,72.0,19.0,12.0,31.0,0.0,0.0,0.0,15.0,12.0,27.0,50.0,54.0,104.0,2.0,0.0,2,,,,,,,,,,,,,,,,,,,,
,2022,ST. THOMAS UNIVERSITY (FLORIDA),25.0,36.0,61.0,17.0,24.0,41.0,0.0,0.0,0.0,13.0,20.0,33.0,42.0,60.0,102.0,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,
,2022,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",17.0,75.0,92.0,9.0,56.0,65.0,0.0,0.0,0.0,4.0,24.0,28.0,26.0,131.0,157.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,STANFORD UNIVERSITY,57.0,53.0,110.0,38.0,38.0,76.0,0.0,0.0,0.0,20.0,17.0,37.0,95.0,91.0,186.0,14.0,0.0,14,,,,,,,,,,,,,,,,,,,,
,2022,STETSON UNIVERSITY,21.0,72.0,93.0,28.0,56.0,84.0,0.0,3.0,3.0,9.0,24.0,33.0,49.0,131.0,180.0,4.0,1.0,5,,,,,,,,,,,,,,,,,,,,
,2022,SUFFOLK UNIVERSITY,44.0,49.0,93.0,32.0,33.0,65.0,0.0,0.0,0.0,15.0,12.0,27.0,76.0,82.0,158.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,SYRACUSE UNIVERSITY,26.0,27.0,53.0,25.0,10.0,35.0,0.0,0.0,0.0,10.0,2.0,12.0,51.0,37.0,88.0,6.0,1.0,7,,,,,,,,,,,,,,,,,,,,
,2022,TEMPLE UNIVERSITY,30.0,86.0,116.0,29.0,70.0,99.0,0.0,0.0,0.0,15.0,25.0,40.0,59.0,157.0,216.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,"TENNESSEE, UNIVERSITY OF",18.0,40.0,58.0,17.0,23.0,40.0,0.0,0.0,0.0,7.0,9.0,16.0,35.0,63.0,98.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS A&M UNIVERSITY,29.0,41.0,70.0,30.0,19.0,49.0,0.0,0.0,0.0,15.0,4.0,19.0,59.0,60.0,119.0,7.0,0.0,7,,,,,,,,,,,,,,,,,,,,
,2022,"TEXAS AT AUSTIN, UNIVERSITY OF",59.0,155.0,214.0,40.0,53.0,93.0,0.0,0.0,0.0,13.0,21.0,34.0,99.0,208.0,307.0,15.0,1.0,16,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS SOUTHERN UNIVERSITY,17.0,22.0,39.0,23.0,30.0,53.0,0.0,0.0,0.0,34.0,42.0,76.0,40.0,52.0,92.0,5.0,1.0,6,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS TECH UNIVERSITY,22.0,15.0,37.0,14.0,7.0,21.0,0.0,0.0,0.0,6.0,1.0,7.0,36.0,22.0,58.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,THOMAS M. COOLEY LAW SCHOOL,17.0,61.0,78.0,24.0,39.0,63.0,0.0,0.0,0.0,10.0,19.0,29.0,41.0,100.0,141.0,6.0,1.0,7,,,,,,,,,,,,,,,,,,,,
,2022,"TOLEDO, UNIVERSITY OF",13.0,9.0,22.0,9.0,11.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,22.0,20.0,42.0,4.0,1.0,5,,,,,,,,,,,,,,,,,,,,
,2022,TOURO UNIVERSITY,13.0,28.0,41.0,21.0,24.0,45.0,0.0,0.0,0.0,4.0,12.0,16.0,34.0,52.0,86.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,TULANE UNIVERSITY,29.0,47.0,76.0,26.0,20.0,46.0,0.0,0.0,0.0,8.0,9.0,17.0,55.0,67.0,122.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,"TULSA, UNIVERSITY OF",10.0,16.0,26.0,16.0,11.0,27.0,0.0,0.0,0.0,8.0,6.0,14.0,26.0,27.0,53.0,4.0,1.0,5,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF BUFFALO-SUNY,21.0,32.0,53.0,19.0,25.0,44.0,0.0,0.0,0.0,6.0,3.0,9.0,40.0,57.0,97.0,11.0,0.0,11,,,,,,,,,,,,,,,,,,,,
,2022,"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",30.0,118.0,148.0,35.0,73.0,108.0,0.0,0.0,0.0,15.0,48.0,63.0,65.0,191.0,256.0,9.0,0.0,9,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,22.0,73.0,95.0,20.0,62.0,82.0,0.0,0.0,0.0,18.0,35.0,53.0,42.0,135.0,177.0,5.0,1.0,6,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,11.0,24.0,35.0,13.0,12.0,25.0,0.0,0.0,0.0,3.0,8.0,11.0,24.0,36.0,60.0,2.0,0.0,2,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF NEVADA - LAS VEGAS,16.0,29.0,45.0,28.0,22.0,50.0,0.0,0.0,0.0,9.0,9.0,18.0,44.0,51.0,95.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,UNT DALLAS COLLEGE OF LAW,10.0,18.0,28.0,12.0,11.0,23.0,0.0,0.0,0.0,6.0,4.0,10.0,22.0,29.0,51.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,"UTAH, UNIVERSITY OF",17.0,45.0,62.0,20.0,24.0,44.0,1.0,0.0,1.0,10.0,12.0,22.0,38.0,69.0,107.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,VANDERBILT UNIVERSITY,30.0,53.0,83.0,22.0,34.0,56.0,0.0,0.0,0.0,7.0,12.0,19.0,52.0,87.0,139.0,7.0,0.0,7,,,,,,,,,,,,,,,,,,,,
,2022,VERMONT LAW SCHOOL,20.0,53.0,73.0,37.0,55.0,92.0,1.0,0.0,1.0,6.0,14.0,20.0,58.0,108.0,166.0,3.0,2.0,5,,,,,,,,,,,,,,,,,,,,
,2022,VILLANOVA UNIVERSITY,20.0,41.0,61.0,25.0,31.0,56.0,0.0,0.0,0.0,7.0,8.0,15.0,45.0,72.0,117.0,6.0,0.0,6,,,,,,,,,,,,,,,,,,,,
,2022,"VIRGINIA, UNIVERSITY OF",60.0,103.0,163.0,33.0,49.0,82.0,0.0,0.0,0.0,14.0,17.0,31.0,93.0,152.0,245.0,15.0,0.0,15,,,,,,,,,,,,,,,,,,,,
,2022,WAKE FOREST UNIVERSITY,23.0,37.0,60.0,25.0,24.0,49.0,0.0,0.0,0.0,10.0,12.0,22.0,48.0,61.0,109.0,7.0,0.0,7,,,,,,,,,,,,,,,,,,,,
,2022,WASHBURN UNIVERSITY,15.0,19.0,34.0,14.0,16.0,30.0,0.0,0.0,0.0,6.0,6.0,12.0,29.0,35.0,64.0,7.0,0.0,7,,,,,,,,,,,,,,,,,,,,
,2022,WASHINGTON AND LEE UNIVERSITY,19.0,40.0,59.0,17.0,13.0,30.0,0.0,0.0,0.0,7.0,5.0,12.0,36.0,53.0,89.0,4.0,1.0,5,,,,,,,,,,,,,,,,,,,,
,2022,WASHINGTON UNIVERSITY,48.0,48.0,96.0,48.0,25.0,73.0,0.0,0.0,0.0,15.0,11.0,26.0,96.0,73.0,169.0,6.0,1.0,7,,,,,,,,,,,,,,,,,,,,
,2022,"WASHINGTON, UNIVERSITY OF",21.0,72.0,93.0,28.0,40.0,68.0,0.0,0.0,0.0,13.0,17.0,30.0,49.0,112.0,161.0,5.0,0.0,5,,,,,,,,,,,,,,,,,,,,
,2022,WAYNE STATE UNIVERSITY,25.0,26.0,51.0,18.0,29.0,47.0,0.0,0.0,0.0,8.0,11.0,19.0,43.0,55.0,98.0,3.0,2.0,5,,,,,,,,,,,,,,,,,,,,
,2022,WEST VIRGINIA UNIVERSITY,15.0,21.0,36.0,14.0,14.0,28.0,0.0,0.0,0.0,4.0,2.0,6.0,29.0,35.0,64.0,4.0,0.0,4,,,,,,,,,,,,,,,,,,,,
,2022,WESTERN NEW ENGLAND UNIVERSITY,8.0,22.0,30.0,13.0,24.0,37.0,0.0,0.0,0.0,2.0,7.0,9.0,21.0,48.0,69.0,3.0,1.0,4,,,,,,,,,,,,,,,,,,,,
,2022,WESTERN STATE COLLEGE OF LAW,7.0,22.0,29.0,8.0,8.0,16.0,0.0,0.0,0.0,4.0,10.0,14.0,15.0,30.0,45.0,3.0,1.0,4,,,,,,,,,,,,,,,,,,,,
,2022,WIDENER UNIVERSITY-DELAWARE,12.0,32.0,44.0,18.0,22.0,40.0,0.0,0.0,0.0,3.0,4.0,7.0,30.0,54.0,84.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,WIDENER-COMMONWEALTH,6.0,29.0,35.0,9.0,17.0,26.0,0.0,0.0,0.0,1.0,3.0,4.0,15.0,46.0,61.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,WILLAMETTE UNIVERSITY,15.0,15.0,30.0,14.0,10.0,24.0,0.0,0.0,0.0,4.0,5.0,9.0,29.0,26.0,55.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,
,2022,WILLIAM AND MARY LAW SCHOOL,24.0,82.0,106.0,20.0,32.0,52.0,0.0,0.0,0.0,2.0,12.0,14.0,44.0,118.0,162.0,8.0,0.0,8,,,,,,,,,,,,,,,,,,,,
,2022,"WISCONSIN, UNIVERSITY OF",31.0,50.0,81.0,34.0,31.0,65.0,0.0,0.0,0.0,19.0,7.0,26.0,65.0,81.0,146.0,11.0,1.0,12,,,,,,,,,,,,,,,,,,,,
,2022,"WYOMING, UNIVERSITY OF",14.0,10.0,24.0,8.0,4.0,12.0,0.0,0.0,0.0,5.0,2.0,7.0,22.0,14.0,36.0,3.0,0.0,3,,,,,,,,,,,,,,,,,,,,
,2022,YALE UNIVERSITY,50.0,115.0,165.0,33.0,62.0,95.0,0.0,0.0,0.0,15.0,30.0,45.0,83.0,177.0,260.0,28.0,0.0,28,,,,,,,,,,,,,,,,,,,,
"Akron, The University of",2023,,,,,,,,,,,,,,,,,,,4,14.0,12.0,0.0,0.0,3.0,26.0,25.0,19.0,0.0,0.0,3.0,44.0,39.0,31.0,0.0,0.0,6.0,70.0,4.0,0.0
"Alabama, The University of",2023,,,,,,,,,,,,,,,,,,,9,23.0,19.0,0.0,0.0,9.0,42.0,39.0,16.0,0.0,0.0,9.0,55.0,62.0,35.0,0.0,0.0,18.0,97.0,8.0,1.0
Albany Law School,2023,,,,,,,,,,,,,,,,,,,6,19.0,25.0,0.0,0.0,9.0,44.0,30.0,24.0,0.0,1.0,7.0,55.0,49.0,49.0,0.0,1.0,16.0,99.0,6.0,0.0
American University,2023,,,,,,,,,,,,,,,,,,,7,33.0,49.0,0.0,0.0,27.0,82.0,119.0,92.0,0.0,0.0,51.0,211.0,152.0,141.0,0.0,0.0,78.0,293.0,7.0,0.0
Appalachian School of Law,2023,,,,,,,,,,,,,,,,,,,2,10.0,6.0,0.0,0.0,1.0,16.0,6.0,3.0,0.0,0.0,2.0,9.0,16.0,9.0,0.0,0.0,3.0,25.0,1.0,1.0
Arizona State University,2023,,,,,,,,,,,,,,,,,,,8,41.0,31.0,0.0,0.0,16.0,72.0,115.0,46.0,0.0,0.0,24.0,161.0,156.0,77.0,0.0,0.0,40.0,233.0,6.0,2.0
"Arizona, The University of",2023,,,,,,,,,,,,,,,,,,,10,29.0,38.0,0.0,0.0,25.0,67.0,61.0,41.0,0.0,0.0,22.0,102.0,90.0,79.0,0.0,0.0,47.0,169.0,9.0,1.0
"Arkansas at Little Rock, University of",2023,,,,,,,,,,,,,,,,,,,5,14.0,17.0,0.0,0.0,6.0,31.0,44.0,29.0,0.0,0.0,9.0,73.0,58.0,46.0,0.0,0.0,15.0,104.0,5.0,0.0
"Arkansas, University of",2023,,,,,,,,,,,,,,,,,,,6,10.0,17.0,0.0,0.0,5.0,27.0,25.0,20.0,0.0,0.0,4.0,45.0,35.0,37.0,0.0,0.0,9.0,72.0,6.0,0.0
Atlanta's John Marshall Law School,2023,,,,,,,,,,,,,,,,,,,3,9.0,11.0,0.0,0.0,5.0,20.0,7.0,8.0,0.0,0.0,5.0,15.0,16.0,19.0,0.0,0.0,10.0,35.0,3.0,0.0
Ave Maria School of Law,2023,,,,,,,,,,,,,,,,,,,4,15.0,12.0,0.0,0.0,3.0,27.0,9.0,5.0,0.0,0.0,2.0,14.0,24.0,17.0,0.0,0.0,5.0,41.0,3.0,1.0
"Baltimore, University of",2023,,,,,,,,,,,,,,,,,,,5,28.0,28.0,0.0,0.0,11.0,56.0,56.0,47.0,0.0,4.0,11.0,107.0,84.0,75.0,0.0,4.0,22.0,163.0,5.0,0.0
Barry University,2023,,,,,,,,,,,,,,,,,,,8,12.0,19.0,0.0,0.0,11.0,31.0,21.0,15.0,0.0,0.0,6.0,36.0,33.0,34.0,0.0,0.0,17.0,67.0,8.0,0.0
Baylor University,2023,,,,,,,,,,,,,,,,,,,4,18.0,16.0,0.0,0.0,5.0,34.0,93.0,56.0,0.0,0.0,27.0,149.0,111.0,72.0,0.0,0.0,32.0,183.0,4.0,0.0
Belmont University,2023,,,,,,,,,,,,,,,,,,,3,13.0,10.0,0.0,0.0,4.0,23.0,19.0,8.0,0.0,0.0,3.0,27.0,32.0,18.0,0.0,0.0,7.0,50.0,3.0,0.0
Boston College,2023,,,,,,,,,,,,,,,,,,,11,39.0,37.0,0.0,0.0,25.0,76.0,85.0,52.0,0.0,0.0,17.0,137.0,124.0,89.0,0.0,0.0,42.0,213.0,11.0,0.0
Boston University,2023,,,,,,,,,,,,,,,,,,,13,47.0,44.0,0.0,0.0,22.0,91.0,79.0,42.0,0.0,0.0,10.0,121.0,126.0,86.0,0.0,0.0,32.0,213.0,13.0,0.0
Brigham Young University,2023,,,,,,,,,,,,,,,,,,,10,28.0,16.0,0.0,0.0,5.0,44.0,40.0,17.0,0.0,0.0,7.0,57.0,68.0,33.0,0.0,0.0,12.0,101.0,10.0,0.0
Brooklyn Law School,2023,,,,,,,,,,,,,,,,,,,9,27.0,42.0,0.0,0.0,20.0,69.0,108.0,39.0,0.0,3.0,30.0,150.0,135.0,81.0,0.0,3.0,50.0,219.0,8.0,1.0
"Buffalo, University at",2023,,,,,,,,,,,,,,,,,,,12,29.0,27.0,0.0,0.0,7.0,56.0,34.0,28.0,0.0,0.0,0.0,62.0,63.0,55.0,0.0,0.0,7.0,118.0,12.0,0.0
California Western School of Law,2023,,,,,,,,,,,,,,,,,,,8,20.0,18.0,0.0,0.0,9.0,38.0,36.0,33.0,0.0,0.0,15.0,69.0,56.0,51.0,0.0,0.0,24.0,107.0,8.0,0.0
"California-Berkeley, University of",2023,,,,,,,,,,,,,,,,,,,12,54.0,55.0,0.0,0.0,27.0,109.0,121.0,108.0,0.0,0.0,51.0,229.0,175.0,163.0,0.0,0.0,78.0,338.0,12.0,0.0
"California-Davis, University of",2023,,,,,,,,,,,,,,,,,,,5,25.0,19.0,0.0,0.0,17.0,44.0,31.0,27.0,0.0,0.0,16.0,58.0,56.0,46.0,0.0,0.0,33.0,102.0,5.0,0.0
"California-Irvine, University of",2023,,,,,,,,,,,,,,,,,,,10,26.0,26.0,1.0,1.0,14.0,54.0,37.0,36.0,0.0,6.0,28.0,79.0,63.0,62.0,1.0,7.0,42.0,133.0,9.0,1.0
"California-Los Angeles, University of",2023,,,,,,,,,,,,,,,,,,,22,79.0,68.0,0.0,0.0,42.0,147.0,65.0,37.0,0.0,6.0,28.0,108.0,144.0,105.0,0.0,6.0,70.0,255.0,21.0,1.0
"California-San Francisco, University of",2023,,,,,,,,,,,,,,,,,,,10,33.0,37.0,0.0,0.0,17.0,70.0,122.0,83.0,0.0,4.0,57.0,209.0,155.0,120.0,0.0,4.0,74.0,279.0,9.0,1.0
Campbell University,2023,,,,,,,,,,,,,,,,,,,5,19.0,16.0,0.0,0.0,3.0,35.0,37.0,40.0,0.0,0.0,16.0,77.0,56.0,56.0,0.0,0.0,19.0,112.0,5.0,0.0
Capital University Law School,2023,,,,,,,,,,,,,,,,,,,3,12.0,12.0,0.0,0.0,2.0,24.0,41.0,12.0,0.0,0.0,9.0,53.0,53.0,24.0,0.0,0.0,11.0,77.0,3.0,0.0
"Cardozo, Yeshiva University",2023,,,,,,,,,,,,,,,,,,,7,38.0,34.0,0.0,0.0,12.0,72.0,130.0,106.0,0.0,2.0,39.0,238.0,168.0,140.0,0.0,2.0,51.0,311.0,7.0,0.0
Case Western Reserve University,2023,,,,,,,,,,,,,,,,,,,6,27.0,18.0,0.0,0.0,6.0,45.0,56.0,22.0,0.0,0.0,2.0,78.0,83.0,40.0,0.0,0.0,8.0,124.0,6.0,0.0
"Catholic University of America, The",2023,,,,,,,,,,,,,,,,,,,9,18.0,19.0,0.0,0.0,6.0,37.0,53.0,24.0,0.0,0.0,10.0,77.0,71.0,43.0,0.0,0.0,16.0,114.0,8.0,1.0
