SchoolName,SchoolYear,School List,FT Male,NONFT Male,Total Male,FT Female,NonFT Female,Total Female,FT Other,NonFT Other,Total Other,FT People of Color,NonFT People of Color,Total People of Color,Total FT,Total NonFT,Total,FullTimeLibrarians,PartTimeLibrarians,TotalLibrarians,FTMale,FTFemale,FTAGI,FTPNR,FTPOC,FTTotal,NONFTMale,NONFTFemale,NONFTAGI,NONFTPNR,NONFTPOC,NONFTTotal,MaleTotal,FemaleTotal,AGITotal,PNRTotal,POCTotal,TotalFaculties,FTLibrarians,PTLibrarians
Chapman University,2023,,,,,,,,,,,,,,,,,,,3,21.0,17.0,0.0,0.0,7.0,38.0,40.0,30.0,0.0,0.0,12.0,70.0,61.0,47.0,0.0,0.0,19.0,108.0,3.0,0.0
Charleston School of Law,2023,,,,,,,,,,,,,,,,,,,4,13.0,17.0,0.0,0.0,4.0,30.0,27.0,19.0,0.0,0.0,5.0,46.0,40.0,36.0,0.0,0.0,9.0,76.0,4.0,0.0
"Chicago, The University of",2023,,,,,,,,,,,,,,,,,,,7,50.0,32.0,0.0,0.0,15.0,82.0,96.0,37.0,0.0,1.0,20.0,134.0,146.0,69.0,0.0,1.0,35.0,216.0,7.0,0.0
"Chicago-Kent, Illinois Institute of Technology",2023,,,,,,,,,,,,,,,,,,,5,28.0,25.0,0.0,0.0,9.0,53.0,70.0,24.0,0.0,0.0,14.0,94.0,98.0,49.0,0.0,0.0,23.0,147.0,5.0,0.0
"Cincinnati, University of",2023,,,,,,,,,,,,,,,,,,,7,19.0,23.0,0.0,0.0,6.0,42.0,40.0,30.0,0.0,0.0,8.0,70.0,59.0,53.0,0.0,0.0,14.0,112.0,7.0,0.0
"City University of New York, University of",2023,,,,,,,,,,,,,,,,,,,6,23.0,42.0,0.0,0.0,35.0,65.0,12.0,15.0,0.0,1.0,12.0,28.0,35.0,57.0,0.0,1.0,47.0,93.0,6.0,0.0
Cleveland State University,2023,,,,,,,,,,,,,,,,,,,7,15.0,14.0,0.0,0.0,7.0,29.0,108.0,61.0,0.0,0.0,18.0,169.0,123.0,75.0,0.0,0.0,25.0,198.0,7.0,0.0
"Colorado, University of",2023,,,,,,,,,,,,,,,,,,,8,30.0,33.0,0.0,0.0,11.0,63.0,37.0,20.0,0.0,2.0,4.0,59.0,67.0,53.0,0.0,2.0,15.0,122.0,8.0,0.0
Columbia University,2023,,,,,,,,,,,,,,,,,,,20,87.0,54.0,1.0,0.0,35.0,142.0,187.0,121.0,0.0,0.0,63.0,308.0,274.0,175.0,1.0,0.0,98.0,450.0,19.0,1.0
"Connecticut, University of",2023,,,,,,,,,,,,,,,,,,,11,24.0,28.0,0.0,0.0,10.0,52.0,69.0,41.0,0.0,0.0,15.0,110.0,93.0,69.0,0.0,0.0,25.0,162.0,11.0,0.0
Cooley Law School,2023,,,,,,,,,,,,,,,,,,,9,16.0,20.0,0.0,0.0,9.0,36.0,54.0,25.0,0.0,0.0,16.0,79.0,70.0,45.0,0.0,0.0,25.0,115.0,7.0,2.0
Cornell University,2023,,,,,,,,,,,,,,,,,,,9,44.0,33.0,0.0,0.0,18.0,77.0,86.0,50.0,0.0,0.0,15.0,136.0,130.0,83.0,0.0,0.0,33.0,213.0,8.0,1.0
Creighton University,2023,,,,,,,,,,,,,,,,,,,4,16.0,12.0,0.0,0.0,3.0,28.0,29.0,12.0,0.0,0.0,4.0,41.0,45.0,24.0,0.0,0.0,7.0,69.0,4.0,0.0
"Dayton, University of",2023,,,,,,,,,,,,,,,,,,,3,13.0,16.0,0.0,0.0,5.0,29.0,33.0,40.0,0.0,0.0,20.0,73.0,46.0,56.0,0.0,0.0,25.0,102.0,3.0,0.0
"Denver, University of",2023,,,,,,,,,,,,,,,,,,,9,30.0,40.0,0.0,0.0,14.0,70.0,60.0,34.0,0.0,0.0,7.0,94.0,90.0,74.0,0.0,0.0,21.0,164.0,7.0,2.0
DePaul University,2023,,,,,,,,,,,,,,,,,,,4,22.0,15.0,0.0,1.0,9.0,38.0,49.0,48.0,0.0,5.0,27.0,102.0,71.0,63.0,0.0,6.0,36.0,140.0,4.0,0.0
"Detroit Mercy, University of",2023,,,,,,,,,,,,,,,,,,,6,8.0,17.0,0.0,0.0,6.0,25.0,33.0,30.0,0.0,0.0,5.0,63.0,41.0,47.0,0.0,0.0,11.0,88.0,6.0,0.0
"District of Columbia, University of",2023,,,,,,,,,,,,,,,,,,,3,10.0,15.0,0.0,0.0,16.0,25.0,16.0,15.0,0.0,0.0,15.0,31.0,26.0,30.0,0.0,0.0,31.0,56.0,3.0,0.0
Drake University,2023,,,,,,,,,,,,,,,,,,,4,18.0,16.0,0.0,0.0,4.0,34.0,24.0,30.0,0.0,0.0,7.0,54.0,42.0,46.0,0.0,0.0,11.0,88.0,4.0,0.0
Drexel University,2023,,,,,,,,,,,,,,,,,,,6,14.0,24.0,0.0,0.0,9.0,38.0,51.0,49.0,0.0,0.0,21.0,100.0,65.0,73.0,0.0,0.0,30.0,138.0,6.0,0.0
Duke University,2023,,,,,,,,,,,,,,,,,,,14,53.0,48.0,0.0,0.0,21.0,101.0,61.0,49.0,0.0,0.0,14.0,110.0,114.0,97.0,0.0,0.0,35.0,211.0,14.0,0.0
Duquesne University,2023,,,,,,,,,,,,,,,,,,,5,10.0,16.0,0.0,0.0,3.0,26.0,44.0,24.0,0.0,0.0,7.0,68.0,54.0,40.0,0.0,0.0,10.0,94.0,4.0,1.0
Elon University,2023,,,,,,,,,,,,,,,,,,,4,14.0,20.0,0.0,0.0,7.0,34.0,10.0,20.0,0.0,0.0,11.0,30.0,24.0,40.0,0.0,0.0,18.0,64.0,4.0,0.0
Emory University,2023,,,,,,,,,,,,,,,,,,,10,30.0,26.0,0.0,0.0,8.0,56.0,76.0,66.0,0.0,0.0,31.0,142.0,106.0,92.0,0.0,0.0,39.0,198.0,10.0,0.0
Faulkner University,2023,,,,,,,,,,,,,,,,,,,5,14.0,5.0,0.0,0.0,3.0,19.0,10.0,5.0,0.0,0.0,1.0,15.0,24.0,10.0,0.0,0.0,4.0,34.0,4.0,1.0
Florida A&M University,2023,,,,,,,,,,,,,,,,,,,6,15.0,20.0,0.0,0.0,26.0,35.0,11.0,5.0,0.0,0.0,10.0,16.0,26.0,25.0,0.0,0.0,36.0,51.0,6.0,0.0
Florida International University,2023,,,,,,,,,,,,,,,,,,,8,22.0,22.0,0.0,0.0,20.0,44.0,38.0,20.0,0.0,0.0,23.0,58.0,60.0,42.0,0.0,0.0,43.0,103.0,5.0,3.0
Florida State University,2023,,,,,,,,,,,,,,,,,,,8,29.0,33.0,0.0,0.0,15.0,62.0,47.0,15.0,0.0,0.0,9.0,62.0,76.0,48.0,0.0,0.0,24.0,124.0,8.0,0.0
"Florida, University of",2023,,,,,,,,,,,,,,,,,,,8,35.0,50.0,0.0,0.0,20.0,85.0,125.0,49.0,0.0,0.0,39.0,174.0,160.0,99.0,0.0,0.0,59.0,259.0,8.0,0.0
Fordham University,2023,,,,,,,,,,,,,,,,,,,11,45.0,39.0,0.0,0.0,19.0,84.0,193.0,146.0,0.0,0.0,63.0,339.0,238.0,185.0,0.0,0.0,82.0,423.0,10.0,1.0
George Mason University,2023,,,,,,,,,,,,,,,,,,,17,36.0,14.0,1.0,0.0,9.0,51.0,134.0,95.0,0.0,0.0,36.0,229.0,170.0,109.0,1.0,0.0,45.0,280.0,11.0,6.0
"George Washington University, The",2023,,,,,,,,,,,,,,,,,,,15,53.0,48.0,0.0,2.0,18.0,103.0,305.0,160.0,1.0,25.0,69.0,491.0,358.0,208.0,1.0,27.0,87.0,594.0,15.0,0.0
Georgetown University,2023,,,,,,,,,,,,,,,,,,,22,121.0,113.0,0.0,0.0,56.0,234.0,376.0,206.0,0.0,0.0,104.0,582.0,497.0,319.0,0.0,0.0,160.0,816.0,22.0,0.0
Georgia State University,2023,,,,,,,,,,,,,,,,,,,8,27.0,44.0,0.0,0.0,18.0,71.0,49.0,35.0,0.0,0.0,13.0,84.0,76.0,79.0,0.0,0.0,31.0,155.0,8.0,0.0
"Georgia, University of",2023,,,,,,,,,,,,,,,,,,,10,31.0,35.0,0.0,0.0,10.0,66.0,42.0,17.0,0.0,0.0,8.0,59.0,73.0,52.0,0.0,0.0,18.0,125.0,10.0,0.0
Golden Gate University,2023,,,,,,,,,,,,,,,,,,,3,14.0,19.0,0.0,0.0,9.0,33.0,28.0,30.0,0.0,0.0,11.0,58.0,42.0,49.0,0.0,0.0,20.0,91.0,3.0,0.0
Gonzaga University,2023,,,,,,,,,,,,,,,,,,,5,15.0,15.0,0.0,0.0,10.0,30.0,23.0,23.0,0.0,0.0,5.0,46.0,38.0,38.0,0.0,0.0,15.0,76.0,5.0,0.0
Harvard University,2023,,,,,,,,,,,,,,,,,,,21,115.0,88.0,0.0,0.0,50.0,203.0,104.0,62.0,0.0,0.0,44.0,166.0,219.0,150.0,0.0,0.0,94.0,369.0,21.0,0.0
"Hawaii, University of",2023,,,,,,,,,,,,,,,,,,,6,24.0,20.0,0.0,0.0,22.0,44.0,38.0,26.0,0.0,0.0,30.0,64.0,62.0,46.0,0.0,0.0,52.0,108.0,6.0,0.0
Hofstra University,2023,,,,,,,,,,,,,,,,,,,7,27.0,26.0,0.0,0.0,10.0,53.0,65.0,39.0,0.0,0.0,14.0,104.0,92.0,65.0,0.0,0.0,24.0,157.0,7.0,0.0
"Houston, University of",2023,,,,,,,,,,,,,,,,,,,9,31.0,25.0,0.0,0.0,12.0,56.0,111.0,67.0,0.0,0.0,40.0,178.0,142.0,92.0,0.0,0.0,52.0,234.0,8.0,1.0
Howard University,2023,,,,,,,,,,,,,,,,,,,4,18.0,19.0,0.0,0.0,31.0,37.0,39.0,34.0,0.0,0.0,55.0,73.0,57.0,53.0,0.0,0.0,86.0,110.0,4.0,0.0
"Idaho, University of",2023,,,,,,,,,,,,,,,,,,,4,20.0,19.0,0.0,0.0,0.0,39.0,34.0,21.0,0.0,0.0,0.0,55.0,54.0,40.0,0.0,0.0,0.0,94.0,4.0,0.0
"Illinois, University of",2023,,,,,,,,,,,,,,,,,,,6,28.0,29.0,0.0,0.0,11.0,57.0,50.0,30.0,0.0,0.0,14.0,80.0,78.0,59.0,0.0,0.0,25.0,137.0,6.0,0.0
"Illinois-Chicago, University of",2023,,,,,,,,,,,,,,,,,,,6,24.0,24.0,0.0,0.0,18.0,48.0,75.0,65.0,0.0,0.0,36.0,140.0,99.0,89.0,0.0,0.0,54.0,188.0,5.0,1.0
Indiana University-Bloomington,2023,,,,,,,,,,,,,,,,,,,9,39.0,24.0,0.0,0.0,10.0,63.0,35.0,27.0,0.0,0.0,8.0,62.0,74.0,51.0,0.0,0.0,18.0,125.0,9.0,0.0
Indiana University-Indianapolis,2023,,,,,,,,,,,,,,,,,,,5,22.0,20.0,0.0,0.0,4.0,42.0,68.0,71.0,0.0,0.0,19.0,139.0,90.0,91.0,0.0,0.0,23.0,181.0,5.0,0.0
Inter American University of Puerto Rico,2023,,,,,,,,,,,,,,,,,,,13,12.0,9.0,0.0,0.0,20.0,21.0,45.0,26.0,0.0,0.0,70.0,71.0,57.0,35.0,0.0,0.0,90.0,92.0,13.0,0.0
"Iowa, University of",2023,,,,,,,,,,,,,,,,,,,13,23.0,24.0,0.0,0.0,10.0,47.0,28.0,18.0,0.0,0.0,8.0,46.0,51.0,42.0,0.0,0.0,18.0,93.0,13.0,0.0
"Kansas, The University of",2023,,,,,,,,,,,,,,,,,,,3,15.0,13.0,0.0,0.0,4.0,28.0,28.0,18.0,0.0,0.0,8.0,46.0,43.0,31.0,0.0,0.0,12.0,74.0,3.0,0.0
"Kentucky, University of",2023,,,,,,,,,,,,,,,,,,,4,18.0,12.0,0.0,0.0,1.0,30.0,24.0,19.0,1.0,0.0,4.0,44.0,42.0,31.0,1.0,0.0,5.0,74.0,4.0,0.0
Lewis & Clark Law School,2023,,,,,,,,,,,,,,,,,,,5,23.0,21.0,0.0,0.0,6.0,44.0,92.0,55.0,0.0,0.0,26.0,147.0,115.0,76.0,0.0,0.0,32.0,192.0,5.0,0.0
Liberty University,2023,,,,,,,,,,,,,,,,,,,3,15.0,6.0,0.0,0.0,6.0,21.0,11.0,7.0,0.0,0.0,3.0,18.0,26.0,13.0,0.0,0.0,9.0,39.0,3.0,0.0
Lincoln Memorial University,2023,,,,,,,,,,,,,,,,,,,3,10.0,10.0,0.0,0.0,4.0,20.0,11.0,17.0,0.0,0.0,10.0,28.0,21.0,27.0,0.0,0.0,14.0,48.0,3.0,0.0
Louisiana State University,2023,,,,,,,,,,,,,,,,,,,8,19.0,19.0,0.0,0.0,3.0,38.0,40.0,25.0,0.0,0.0,11.0,65.0,59.0,44.0,0.0,0.0,14.0,103.0,8.0,0.0
"Louisville, University of",2023,,,,,,,,,,,,,,,,,,,5,12.0,16.0,0.0,0.0,6.0,28.0,19.0,11.0,0.0,0.0,5.0,30.0,31.0,27.0,0.0,0.0,11.0,58.0,4.0,1.0
Loyola Marymount University-Los Angeles,2023,,,,,,,,,,,,,,,,,,,10,29.0,34.0,0.0,0.0,12.0,63.0,81.0,52.0,0.0,0.0,29.0,133.0,110.0,86.0,0.0,0.0,41.0,196.0,9.0,1.0
Loyola University-Chicago,2023,,,,,,,,,,,,,,,,,,,4,25.0,42.0,0.0,0.0,17.0,67.0,96.0,107.0,0.0,0.0,49.0,203.0,121.0,149.0,0.0,0.0,66.0,270.0,3.0,1.0
Loyola University-New Orleans,2023,,,,,,,,,,,,,,,,,,,4,24.0,21.0,0.0,0.0,17.0,45.0,37.0,13.0,0.0,0.0,10.0,50.0,61.0,34.0,0.0,0.0,27.0,95.0,4.0,0.0
"Maine, University of",2023,,,,,,,,,,,,,,,,,,,3,12.0,11.0,0.0,0.0,2.0,23.0,38.0,18.0,0.0,0.0,7.0,56.0,50.0,29.0,0.0,0.0,9.0,79.0,3.0,0.0
Marquette University,2023,,,,,,,,,,,,,,,,,,,6,21.0,16.0,0.0,0.0,4.0,37.0,45.0,33.0,0.0,0.0,6.0,78.0,66.0,49.0,0.0,0.0,10.0,115.0,5.0,1.0
"Maryland, University of",2023,,,,,,,,,,,,,,,,,,,13,30.0,31.0,0.0,0.0,18.0,61.0,83.0,50.0,0.0,0.0,20.0,133.0,113.0,81.0,0.0,0.0,38.0,194.0,12.0,1.0
"Massachusetts/Dartmouth, University of",2023,,,,,,,,,,,,,,,,,,,3,13.0,13.0,0.0,0.0,3.0,26.0,28.0,5.0,0.0,0.0,5.0,33.0,41.0,18.0,0.0,0.0,8.0,59.0,3.0,0.0
"Memphis, The University of",2023,,,,,,,,,,,,,,,,,,,5,11.0,16.0,0.0,0.0,5.0,27.0,26.0,16.0,0.0,0.0,10.0,42.0,37.0,32.0,0.0,0.0,15.0,69.0,5.0,0.0
Mercer University,2023,,,,,,,,,,,,,,,,,,,3,13.0,13.0,0.0,0.0,5.0,26.0,31.0,16.0,0.0,0.0,3.0,47.0,44.0,29.0,0.0,0.0,8.0,73.0,3.0,0.0
"Miami, University of",2023,,,,,,,,,,,,,,,,,,,11,42.0,46.0,0.0,0.0,23.0,88.0,210.0,84.0,0.0,0.0,71.0,294.0,252.0,130.0,0.0,0.0,94.0,382.0,7.0,4.0
Michigan State University,2023,,,,,,,,,,,,,,,,,,,5,24.0,24.0,0.0,0.0,9.0,48.0,50.0,28.0,0.0,0.0,14.0,78.0,74.0,52.0,0.0,0.0,23.0,128.0,5.0,0.0
"Michigan, University of",2023,,,,,,,,,,,,,,,,,,,12,87.0,50.0,0.0,0.0,24.0,137.0,58.0,28.0,0.0,0.0,15.0,86.0,145.0,78.0,0.0,0.0,39.0,223.0,12.0,0.0
"Minnesota, University of",2023,,,,,,,,,,,,,,,,,,,18,35.0,30.0,0.0,0.0,11.0,65.0,130.0,104.0,0.0,0.0,27.0,234.0,165.0,134.0,0.0,0.0,38.0,299.0,15.0,3.0
Mississippi College,2023,,,,,,,,,,,,,,,,,,,3,7.0,13.0,0.0,0.0,4.0,20.0,15.0,11.0,0.0,0.0,3.0,26.0,22.0,24.0,0.0,0.0,7.0,46.0,3.0,0.0
"Mississippi, The University of",2023,,,,,,,,,,,,,,,,,,,7,22.0,17.0,0.0,0.0,5.0,39.0,23.0,12.0,0.0,0.0,6.0,35.0,45.0,29.0,0.0,0.0,11.0,74.0,7.0,0.0
"Missouri, University of",2023,,,,,,,,,,,,,,,,,,,4,23.0,16.0,0.0,0.0,5.0,39.0,15.0,7.0,0.0,0.0,4.0,22.0,38.0,23.0,0.0,0.0,9.0,61.0,4.0,0.0
"Missouri-Kansas City, University of",2023,,,,,,,,,,,,,,,,,,,0,21.0,19.0,0.0,0.0,6.0,40.0,46.0,27.0,0.0,0.0,6.0,73.0,67.0,46.0,0.0,0.0,12.0,113.0,0.0,0.0
Mitchell/Hamline School of Law,2023,,,,,,,,,,,,,,,,,,,4,25.0,27.0,0.0,0.0,13.0,52.0,41.0,52.0,0.0,1.0,11.0,94.0,66.0,79.0,0.0,1.0,24.0,146.0,4.0,0.0
"Montana, University of",2023,,,,,,,,,,,,,,,,,,,1,7.0,10.0,0.0,0.0,2.0,17.0,11.0,15.0,0.0,0.0,5.0,26.0,18.0,25.0,0.0,0.0,7.0,43.0,1.0,0.0
"Nebraska, University of",2023,,,,,,,,,,,,,,,,,,,5,23.0,12.0,0.0,0.0,2.0,35.0,30.0,23.0,0.0,0.0,6.0,53.0,53.0,35.0,0.0,0.0,8.0,88.0,5.0,0.0
"Nevada-Las Vegas, University of",2023,,,,,,,,,,,,,,,,,,,6,19.0,32.0,0.0,0.0,12.0,51.0,36.0,23.0,0.0,0.0,14.0,59.0,55.0,55.0,0.0,0.0,26.0,110.0,6.0,0.0
New England Law/Boston,2023,,,,,,,,,,,,,,,,,,,5,19.0,16.0,0.0,0.0,7.0,35.0,72.0,53.0,0.0,0.0,14.0,125.0,91.0,69.0,0.0,0.0,21.0,160.0,5.0,0.0
"New Hampshire, University of",2023,,,,,,,,,,,,,,,,,,,4,15.0,16.0,0.0,0.0,3.0,31.0,55.0,48.0,0.0,9.0,7.0,112.0,70.0,64.0,0.0,9.0,10.0,143.0,4.0,0.0
"New Mexico, The University of",2023,,,,,,,,,,,,,,,,,,,7,19.0,25.0,0.0,0.0,22.0,44.0,29.0,33.0,0.0,0.0,20.0,62.0,48.0,58.0,0.0,0.0,42.0,106.0,7.0,0.0
New York Law School,2023,,,,,,,,,,,,,,,,,,,12,23.0,24.0,0.0,0.0,8.0,47.0,101.0,78.0,0.0,6.0,38.0,185.0,124.0,102.0,0.0,6.0,46.0,232.0,10.0,2.0
New York University,2023,,,,,,,,,,,,,,,,,,,17,104.0,59.0,0.0,0.0,41.0,163.0,139.0,97.0,0.0,0.0,42.0,236.0,243.0,156.0,0.0,0.0,83.0,399.0,17.0,0.0
North Carolina Central University,2023,,,,,,,,,,,,,,,,,,,5,11.0,22.0,0.0,0.0,24.0,33.0,15.0,17.0,0.0,0.0,21.0,32.0,26.0,39.0,0.0,0.0,45.0,65.0,5.0,0.0
"North Carolina, University of",2023,,,,,,,,,,,,,,,,,,,12,30.0,35.0,0.0,0.0,10.0,65.0,56.0,44.0,1.0,0.0,10.0,101.0,86.0,79.0,1.0,0.0,20.0,166.0,12.0,0.0
"North Dakota, University of",2023,,,,,,,,,,,,,,,,,,,3,10.0,11.0,0.0,0.0,3.0,21.0,10.0,3.0,0.0,0.0,2.0,13.0,20.0,14.0,0.0,0.0,5.0,34.0,3.0,0.0
"North Texas at Dallas, University of",2023,,,,,,,,,,,,,,,,,,,3,11.0,18.0,0.0,0.0,7.0,29.0,10.0,7.0,0.0,0.0,3.0,17.0,21.0,25.0,0.0,0.0,10.0,46.0,3.0,0.0
Northeastern University,2023,,,,,,,,,,,,,,,,,,,4,20.0,39.0,0.0,0.0,21.0,59.0,42.0,33.0,0.0,0.0,14.0,75.0,62.0,72.0,0.0,0.0,35.0,134.0,4.0,0.0
Northern Illinois University,2023,,,,,,,,,,,,,,,,,,,4,15.0,18.0,0.0,0.0,9.0,33.0,19.0,7.0,0.0,0.0,9.0,26.0,34.0,25.0,0.0,0.0,18.0,59.0,4.0,0.0
Northern Kentucky University,2023,,,,,,,,,,,,,,,,,,,2,17.0,7.0,0.0,0.0,6.0,24.0,23.0,19.0,0.0,0.0,6.0,42.0,40.0,26.0,0.0,0.0,12.0,66.0,2.0,0.0
Northwestern University,2023,,,,,,,,,,,,,,,,,,,11,71.0,64.0,0.0,0.0,23.0,135.0,86.0,40.0,0.0,0.0,24.0,126.0,157.0,104.0,0.0,0.0,47.0,261.0,11.0,0.0
"Notre Dame, University of",2023,,,,,,,,,,,,,,,,,,,8,38.0,16.0,0.0,1.0,10.0,55.0,62.0,17.0,0.0,0.0,3.0,79.0,100.0,33.0,0.0,1.0,13.0,134.0,8.0,0.0
Nova Southeastern University,2023,,,,,,,,,,,,,,,,,,,7,22.0,19.0,0.0,0.0,15.0,41.0,22.0,25.0,0.0,0.0,15.0,47.0,44.0,44.0,0.0,0.0,30.0,88.0,7.0,0.0
Ohio Northern University,2023,,,,,,,,,,,,,,,,,,,3,13.0,7.0,0.0,0.0,3.0,20.0,2.0,1.0,0.0,0.0,0.0,3.0,15.0,8.0,0.0,0.0,3.0,23.0,2.0,1.0
Oklahoma City University,2023,,,,,,,,,,,,,,,,,,,5,16.0,10.0,0.0,0.0,6.0,26.0,31.0,26.0,0.0,0.0,13.0,57.0,47.0,36.0,0.0,0.0,19.0,83.0,5.0,0.0
"Oklahoma, University of",2023,,,,,,,,,,,,,,,,,,,7,15.0,20.0,0.0,0.0,6.0,35.0,26.0,13.0,0.0,0.0,7.0,39.0,41.0,33.0,0.0,0.0,13.0,77.0,7.0,0.0
"Oregon, University of",2023,,,,,,,,,,,,,,,,,,,7,14.0,24.0,0.0,1.0,8.0,39.0,26.0,30.0,0.0,0.0,9.0,56.0,40.0,54.0,0.0,1.0,17.0,95.0,7.0,0.0
Pace University,2023,,,,,,,,,,,,,,,,,,,4,18.0,18.0,0.0,0.0,7.0,36.0,62.0,46.0,0.0,0.0,13.0,108.0,80.0,64.0,0.0,0.0,20.0,145.0,4.0,0.0
"Pacific, University of the",2023,,,,,,,,,,,,,,,,,,,3,24.0,13.0,0.0,0.0,8.0,37.0,36.0,39.0,0.0,0.0,21.0,75.0,60.0,52.0,0.0,0.0,29.0,112.0,3.0,0.0
Penn State Dickinson Law,2023,,,,,,,,,,,,,,,,,,,3,11.0,19.0,0.0,1.0,11.0,31.0,12.0,14.0,0.0,0.0,8.0,26.0,23.0,33.0,0.0,1.0,19.0,57.0,3.0,0.0
Penn State University,2023,,,,,,,,,,,,,,,,,,,4,29.0,22.0,0.0,0.0,10.0,51.0,18.0,6.0,0.0,0.0,3.0,24.0,47.0,28.0,0.0,0.0,13.0,75.0,4.0,0.0
"Pennsylvania, University of",2023,,,,,,,,,,,,,,,,,,,19,52.0,53.0,0.0,1.0,26.0,106.0,116.0,67.0,0.0,2.0,39.0,185.0,168.0,120.0,0.0,3.0,65.0,291.0,19.0,0.0
Pepperdine University,2023,,,,,,,,,,,,,,,,,,,6,30.0,20.0,0.0,0.0,10.0,50.0,62.0,37.0,0.0,0.0,19.0,99.0,92.0,57.0,0.0,0.0,29.0,149.0,6.0,0.0
"Pittsburgh, University of",2023,,,,,,,,,,,,,,,,,,,6,23.0,24.0,0.0,0.0,13.0,47.0,89.0,40.0,0.0,0.0,9.0,129.0,112.0,64.0,0.0,0.0,22.0,176.0,5.0,1.0
Pontifical Catholic University of Puerto Rico,2023,,,,,,,,,,,,,,,,,,,4,23.0,14.0,0.0,0.0,37.0,37.0,26.0,12.0,0.0,0.0,38.0,38.0,49.0,26.0,0.0,0.0,75.0,75.0,4.0,0.0
"Puerto Rico, University of",2023,,,,,,,,,,,,,,,,,,,6,23.0,8.0,0.0,0.0,30.0,31.0,42.0,37.0,0.0,0.0,75.0,79.0,65.0,45.0,0.0,0.0,105.0,110.0,6.0,0.0
Quinnipiac University,2023,,,,,,,,,,,,,,,,,,,5,16.0,15.0,0.0,0.0,5.0,31.0,62.0,45.0,0.0,0.0,12.0,107.0,78.0,60.0,0.0,0.0,17.0,138.0,3.0,2.0
Regent University,2023,,,,,,,,,,,,,,,,,,,3,14.0,7.0,0.0,0.0,5.0,21.0,30.0,7.0,0.0,0.0,7.0,37.0,44.0,14.0,0.0,0.0,12.0,58.0,3.0,0.0
"Richmond, University of",2023,,,,,,,,,,,,,,,,,,,8,26.0,33.0,0.0,0.0,13.0,59.0,43.0,35.0,0.0,0.0,9.0,78.0,69.0,68.0,0.0,0.0,22.0,137.0,8.0,0.0
Roger Williams University,2023,,,,,,,,,,,,,,,,,,,4,12.0,24.0,0.0,0.0,10.0,36.0,35.0,34.0,0.0,0.0,16.0,69.0,47.0,58.0,0.0,0.0,26.0,105.0,4.0,0.0
Rutgers University,2023,,,,,,,,,,,,,,,,,,,12,59.0,63.0,0.0,0.0,34.0,122.0,62.0,41.0,0.0,0.0,17.0,103.0,121.0,104.0,0.0,0.0,51.0,225.0,12.0,0.0
Saint Louis University,2023,,,,,,,,,,,,,,,,,,,8,18.0,32.0,0.0,0.0,6.0,50.0,44.0,37.0,0.0,0.0,15.0,81.0,62.0,69.0,0.0,0.0,21.0,131.0,5.0,3.0
Samford University,2023,,,,,,,,,,,,,,,,,,,11,12.0,8.0,0.0,0.0,4.0,20.0,37.0,25.0,0.0,0.0,8.0,62.0,49.0,33.0,0.0,0.0,12.0,82.0,11.0,0.0
"San Diego, University of",2023,,,,,,,,,,,,,,,,,,,7,27.0,19.0,0.0,0.0,5.0,46.0,62.0,43.0,0.0,0.0,19.0,105.0,89.0,62.0,0.0,0.0,24.0,151.0,7.0,0.0
"San Francisco, University of",2023,,,,,,,,,,,,,,,,,,,4,17.0,25.0,0.0,0.0,15.0,42.0,18.0,14.0,0.0,1.0,10.0,33.0,35.0,39.0,0.0,1.0,25.0,75.0,4.0,0.0
Santa Clara University,2023,,,,,,,,,,,,,,,,,,,5,30.0,26.0,0.0,0.0,15.0,56.0,37.0,58.0,0.0,1.0,20.0,96.0,67.0,84.0,0.0,1.0,35.0,152.0,4.0,1.0
Seattle University,2023,,,,,,,,,,,,,,,,,,,5,33.0,40.0,0.0,0.0,23.0,73.0,50.0,42.0,0.0,0.0,21.0,92.0,83.0,82.0,0.0,0.0,44.0,165.0,5.0,0.0
Seton Hall University,2023,,,,,,,,,,,,,,,,,,,5,27.0,29.0,1.0,0.0,9.0,57.0,64.0,44.0,0.0,1.0,18.0,109.0,91.0,73.0,1.0,1.0,27.0,166.0,5.0,0.0
"South Carolina, University of",2023,,,,,,,,,,,,,,,,,,,10,26.0,29.0,0.0,0.0,10.0,55.0,54.0,27.0,0.0,0.0,21.0,81.0,80.0,56.0,0.0,0.0,31.0,136.0,10.0,0.0
"South Dakota, University of",2023,,,,,,,,,,,,,,,,,,,4,12.0,9.0,0.0,0.0,3.0,21.0,12.0,9.0,0.0,0.0,1.0,21.0,24.0,18.0,0.0,0.0,4.0,42.0,4.0,0.0
South Texas College of Law Houston,2023,,,,,,,,,,,,,,,,,,,5,34.0,27.0,0.0,0.0,15.0,61.0,43.0,22.0,0.0,0.0,11.0,65.0,77.0,49.0,0.0,0.0,26.0,126.0,5.0,0.0
"Southern California, University of",2023,,,,,,,,,,,,,,,,,,,7,28.0,31.0,0.0,0.0,18.0,59.0,85.0,41.0,1.0,0.0,25.0,127.0,113.0,72.0,1.0,0.0,43.0,186.0,7.0,0.0
Southern Illinois University,2023,,,,,,,,,,,,,,,,,,,2,9.0,15.0,0.0,0.0,4.0,24.0,11.0,9.0,0.0,0.0,4.0,20.0,20.0,24.0,0.0,0.0,8.0,44.0,2.0,0.0
