SchoolName,SchoolYear,School List,OtherHispJD1Total,OtherHispMenJD1,OtherHispWomenJD1,OtherHispAGIJD1,OtherHispPNRJD1,AmericanIndianJD1Total,AmericanIndianMenJD1,AmericanIndianWomenJD1,AmericanIndianAGIJD1,AmericanIndianPNRJD1,AsianJD1Total,AsianMenJD1,AsianWomenJD1,AsianAGIJD1,AsianPNRJD1,BlackJD1Total,BlackMenJD1,BlackWomenJD1,BlackAGIJD1,BlackPNRJD1,NativeJD1Total,NativeMenJD1,NativeWomenJD1,NativeAGIJD1,NativePNRJD1,RaceJD1Total,RaceMenJD1,RaceWomenJD1,RaceAGIJD1,RacePNRJD1,SubTotalJD1Total,SubTotalMenJD1,SubTotalWomenJD1,SubTotalAGIJD1,SubTotalPNRJD1,WhiteJD1Total,WhiteMenJD1,WhiteWomenJD1,WhiteAGIJD1,WhitePNRJD1,NRJD1Total,NRMenJD1,NRWomenJD1,NRAGIJD1,NRPNRJD1,UnknownRaceJD1Total,UnknownRaceMenJD1,UnknownRaceWomenJD1,UnknownRaceAGIJD1,UnknownRacePNRJD1,TotalJD1Total,TotalMenJD1,TotalWomenJD1,TotalAGIJD1,TotalPNRJD1,OtherHispJD2Total,OtherHispMenJD2,OtherHispWomenJD2,OtherHispAGIJD2,OtherHispPNRJD2,AmericanIndianJD2Total,AmericanIndianMenJD2,AmericanIndianWomenJD2,AmericanIndianAGIJD2,AmericanIndianPNRJD2,AsianJD2Total,AsianMenJD2,AsianWomenJD2,AsianAGIJD2,AsianPNRJD2,BlackJD2Total,BlackMenJD2,BlackWomenJD2,BlackAGIJD2,BlackPNRJD2,NativeJD2Total,NativeMenJD2,NativeWomenJD2,NativeAGIJD2,NativePNRJD2,RaceJD2Total,RaceMenJD2,RaceWomenJD2,RaceAGIJD2,RacePNRJD2,SubTotalJD2Total,SubTotalMenJD2,SubTotalWomenJD2,SubTotalAGIJD2,SubTotalPNRJD2,WhiteJD2Total,WhiteMenJD2,WhiteWomenJD2,WhiteAGIJD2,WhitePNRJD2,NRJD2Total,NRMenJD2,NRWomenJD2,NRAGIJD2,NRPNRJD2,UnknownRaceJD2Total,UnknownRaceMenJD2,UnknownRaceWomenJD2,UnknownRaceAGIJD2,UnknownRacePNRJD2,TotalJD2Total,TotalMenJD2,TotalWomenJD2,TotalAGIJD2,TotalPNRJD2,OtherHispJD3Total,OtherHispMenJD3,OtherHispWomenJD3,OtherHispAGIJD3,OtherHispPNRJD3,AmericanIndianJD3Total,AmericanIndianMenJD3,AmericanIndianWomenJD3,AmericanIndianAGIJD3,AmericanIndianPNRJD3,AsianJD3Total,AsianMenJD3,AsianWomenJD3,AsianAGIJD3,AsianPNRJD3,BlackJD3Total,BlackMenJD3,BlackWomenJD3,BlackAGIJD3,BlackPNRJD3,NativeJD3Total,NativeMenJD3,NativeWomenJD3,NativeAGIJD3,NativePNRJD3,RaceJD3Total,RaceMenJD3,RaceWomenJD3,RaceAGIJD3,RacePNRJD3,SubTotalJD3Total,SubTotalMenJD3,SubTotalWomenJD3,SubTotalAGIJD3,SubTotalPNRJD3,WhiteJD3Total,WhiteMenJD3,WhiteWomenJD3,WhiteAGIJD3,WhitePNRJD3,NRJD3Total,NRMenJD3,NRWomenJD3,NRAGIJD3,NRPNRJD3,UnknownRaceJD3Total,UnknownRaceMenJD3,UnknownRaceWomenJD3,UnknownRaceAGIJD3,UnknownRacePNRJD3,TotalJD3Total,TotalMenJD3,TotalWomenJD3,TotalAGIJD3,TotalPNRJD3,OtherHispJD4Total,OtherHispMenJD4,OtherHispWomenJD4,OtherHispAGIJD4,OtherHispPNRJD4,AmericanIndianJD4Total,AmericanIndianMenJD4,AmericanIndianWomenJD4,AmericanIndianAGIJD4,AmericanIndianPNRJD4,AsianJD4Total,AsianMenJD4,AsianWomenJD4,AsianAGIJD4,AsianPNRJD4,BlackJD4Total,BlackMenJD4,BlackWomenJD4,BlackAGIJD4,BlackPNRJD4,NativeJD4Total,NativeMenJD4,NativeWomenJD4,NativeAGIJD4,NativePNRJD4,RaceJD4Total,RaceMenJD4,RaceWomenJD4,RaceAGIJD4,RacePNRJD4,SubTotalJD4Total,SubTotalMenJD4,SubTotalWomenJD4,SubTotalAGIJD4,SubTotalPNRJD4,WhiteJD4Total,WhiteMenJD4,WhiteWomenJD4,WhiteAGIJD4,WhitePNRJD4,NRJD4Total,NRMenJD4,NRWomenJD4,NRAGIJD4,NRPNRJD4,UnknownRaceJD4Total,UnknownRaceMenJD4,UnknownRaceWomenJD4,UnknownRaceAGIJD4,UnknownRacePNRJD4,TotalJD4Total,TotalMenJD4,TotalWomenJD4,TotalAGIJD4,TotalPNRJD4,OtherHispGrandTotal,AmericanIndianGrandTotal,AsianGrandTotal,BlackGrandTotal,NativeGrandTotal,RaceGrandTotal,SubTotalGrandTotal,WhiteGrandTotal,NRGrandTotal,UnknownRaceGrandTotal,TotalGrandTotal,Hispanic JD Degrees Awd,Amer Indian JD Degrees Awd,Asian JD Degrees Awd,Black or African American JD Degrees Awd,Native Hawaiian Pacific Islander JD Degrees Awd,Two or More Races JD Degrees Awd,Minority Degrees Awd,White JD Degrees Awd,Nonresident Alien JD Degrees Awd,Race Unk JD Degrees Awd,Total Degrees Awarded,UnknownJD1Total,UnknownMenJD1,UnknownWomenJD1,UnknownAGIJD1,UnknownPNRJD1,UnknownJD2Total,UnknownMenJD2,UnknownWomenJD2,UnknownAGIJD2,UnknownPNRJD2,UnknownJD3Total,UnknownMenJD3,UnknownWomenJD3,UnknownAGIJD3,UnknownPNRJD3,UnknownJD4Total,UnknownMenJD4,UnknownWomenJD4,UnknownAGIJD4,UnknownPNRJD4,UnknownGrandTotal,Total People of Color JD Degrees Awd,Race and Ethnicity Unknown JD Degrees Awd,HispJD1Total,HispMenJD1,HispWomenJD1,HispAGIJD1,HispPNRJD1,HispJD2Total,HispMenJD2,HispWomenJD2,HispAGIJD2,HispPNRJD2,HispJD3Total,HispMenJD3,HispWomenJD3,HispAGIJD3,HispPNRJD3,HispJD4Total,HispMenJD4,HispWomenJD4,HispAGIJD4,HispPNRJD4,HispGrandTotal,MultiracialJD1Total,MultiracialMenJD1,MultiracialWomenJD1,MultiracialAGIJD1,MultiracialPNRJD1,MultiracialJD2Total,MultiracialMenJD2,MultiracialWomenJD2,MultiracialAGIJD2,MultiracialPNRJD2,MultiracialJD3Total,MultiracialMenJD3,MultiracialWomenJD3,MultiracialAGIJD3,MultiracialPNRJD3,MultiracialJD4Total,MultiracialMenJD4,MultiracialWomenJD4,MultiracialAGIJD4,MultiracialPNRJD4,MultiracialGrandTotal,Multiracial JD Degrees Awd
,2022,"LOUISVILLE, UNIVERSITY OF",9.0,2.0,7.0,0.0,0.0,0,0,0,0,0,4,1,3,0,0,9,3,6,0,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0,26,6,20,0,0,96,41,55,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,123,48,75,0,0,12.0,7.0,5.0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,4,0,4,0,0,0,0,0,0,0,7.0,3.0,4.0,0.0,0.0,25,11,14,0,0,110,65,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,76,59,0,0,4.0,3.0,1.0,0.0,0.0,0,0,0,0,0,3,1,2,0,0,5,2,3,0,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0,16,6,10,0,0,91,38,52,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,44,62,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25.0,0,9,18,0,15.0,67,297,0.0,1.0,365,3.0,0.0,2.0,3.0,0.0,6.0,14.0,74.0,0.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,76.0,24.0,52.0,0.0,0.0,0,0,0,0,0,34,12,22,0,0,21,5,16,0,0,1,1,0,0,0,10.0,1.0,9.0,0.0,0.0,142,43,99,0,0,155,62,93,0,0,13.0,4.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,311,109,202,0,0,77.0,25.0,52.0,0.0,0.0,0,0,0,0,0,35,11,24,0,0,16,5,11,0,0,0,0,0,0,0,18.0,9.0,9.0,0.0,0.0,146,50,96,0,0,169,62,107,0,0,20.0,4.0,16.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,338,118,220,0,0,79.0,26.0,53.0,0.0,0.0,2,0,2,0,0,38,15,23,0,0,8,2,6,0,0,0,0,0,0,0,15.0,2.0,13.0,0.0,0.0,142,45,97,0,0,167,75,92,0,0,15.0,5.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,325,126,199,0,0,11.0,8.0,3.0,0.0,0.0,0,0,0,0,0,6,3,3,0,0,3,1,2,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0.0,24,15,9,0,0,17,9,8,0,0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,46,26,20,0,0,243.0,2,113,48,1,47.0,454,508,51.0,7.0,1020,75.0,1.0,31.0,10.0,0.0,18.0,135.0,182.0,14.0,1.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA UNIVERSITY-CHICAGO,31.0,10.0,21.0,0.0,0.0,0,0,0,0,0,21,7,14,0,0,23,5,18,0,0,0,0,0,0,0,18.0,5.0,13.0,0.0,0.0,93,27,66,0,0,173,59,114,0,0,5.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,274,89,185,0,0,44.0,9.0,35.0,0.0,0.0,1,1,0,0,0,40,14,26,0,0,33,17,16,0,0,0,0,0,0,0,18.0,10.0,8.0,0.0,0.0,136,51,85,0,0,222,71,149,1,1,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,124,237,1,1,30.0,13.0,17.0,0.0,0.0,2,1,1,0,0,15,2,13,0,0,6,4,2,0,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0,59,20,39,0,0,178,68,110,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,89,150,0,0,3.0,0.0,3.0,0.0,0.0,0,0,0,0,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,8,2,6,0,0,21,14,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,16,13,0,0,108.0,3,79,63,0,43.0,296,594,12.0,3.0,905,23.0,0.0,13.0,14.0,0.0,15.0,65.0,193.0,3.0,0.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA UNIVERSITY-NEW ORLEANS,21.0,7.0,14.0,0.0,0.0,0,0,0,0,0,4,0,4,0,0,27,11,16,0,0,0,0,0,0,0,8.0,1.0,7.0,0.0,0.0,60,19,41,0,0,144,71,73,0,0,3.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,212,97,115,0,0,15.0,13.0,2.0,0.0,0.0,0,0,0,0,0,12,3,9,0,0,18,6,12,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,46,22,24,0,0,141,66,75,0,0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,192,92,100,0,0,19.0,10.0,9.0,0.0,0.0,0,0,0,0,0,10,6,4,0,0,30,10,20,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,60,27,33,0,0,115,52,63,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,179,82,97,0,0,3.0,1.0,2.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,1,4,0,0,8,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,6,0,0,58.0,0,27,76,0,10.0,171,408,3.0,14.0,596,23.0,2.0,7.0,21.0,1.0,1.0,55.0,96.0,2.0,5.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MAINE, UNIVERSITY OF",6.0,3.0,3.0,0.0,0.0,1,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,4.0,0.0,0.0,17,8,9,0,0,65,25,38,0,2,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,35,48,0,2,6.0,3.0,3.0,0.0,0.0,1,0,1,0,0,3,0,3,0,0,5,3,2,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,16,6,10,0,0,68,24,44,0,0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,92,33,59,0,0,5.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,4,2,0,0,73,33,40,0,0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,84,40,44,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17.0,2,8,6,1,5.0,39,206,5.0,11.0,261,5.0,1.0,0.0,1.0,0.0,0.0,7.0,63.0,3.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MARQUETTE UNIVERSITY,13.0,8.0,5.0,0.0,0.0,0,0,0,0,0,7,1,6,0,0,9,7,2,0,0,0,0,0,0,0,7.0,4.0,3.0,0.0,0.0,36,20,16,0,0,147,71,76,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,91,92,0,0,23.0,17.0,6.0,0.0,0.0,0,0,0,0,0,6,2,4,0,0,10,5,5,0,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,41,24,17,0,0,162,70,92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,94,109,0,0,19.0,9.0,10.0,0.0,0.0,0,0,0,0,0,9,4,5,0,0,11,3,8,0,0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0,42,16,26,0,0,145,79,66,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,188,95,93,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,3,0,0,55.0,0,22,30,3,9.0,119,462,0.0,1.0,582,26.0,0.0,6.0,9.0,0.0,1.0,42.0,145.0,0.0,0.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MARYLAND, UNIVERSITY OF",13.0,4.0,8.0,1.0,0.0,0,0,0,0,0,18,8,10,0,0,28,11,17,0,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0,65,23,41,1,0,137,66,70,1,0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,91,114,2,0,27.0,10.0,16.0,1.0,0.0,0,0,0,0,0,14,6,8,0,0,29,9,20,0,0,0,0,0,0,0,6.0,1.0,5.0,0.0,0.0,76,26,49,1,0,185,69,115,1,0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,95,168,2,0,19.0,7.0,12.0,0.0,0.0,0,0,0,0,0,14,4,10,0,0,27,7,20,0,0,0,0,0,0,0,8.0,3.0,5.0,0.0,0.0,68,21,47,0,0,133,52,80,1,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,74,128,1,0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,0.0,8,1,7,0,0,15,3,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4,18,1,0,61.0,0,46,88,0,22.0,217,470,11.0,0.0,698,8.0,3.0,13.0,26.0,0.0,6.0,56.0,146.0,5.0,0.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MCGEORGE SCHOOL OF LAW,52.0,20.0,29.0,3.0,0.0,0,0,0,0,0,3,2,1,0,0,3,3,0,0,0,23,7,14,2,0,9.0,4.0,5.0,0.0,0.0,90,36,49,5,0,78,33,43,2,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,173,69,96,8,0,35.0,12.0,23.0,0.0,0.0,1,0,1,0,0,4,1,3,0,0,4,1,3,0,0,16,4,11,1,0,7.0,1.0,6.0,0.0,0.0,67,19,47,1,0,80,43,37,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,153,64,88,1,0,42.0,18.0,24.0,0.0,0.0,0,0,0,0,0,19,8,11,0,0,4,1,3,0,0,3,2,1,0,0,7.0,2.0,5.0,0.0,0.0,75,31,44,0,0,78,31,47,0,0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,159,65,94,0,0,3.0,0.0,3.0,0.0,0.0,1,1,0,0,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,0.0,10,5,5,0,0,14,7,7,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25,13,12,0,0,132.0,2,29,12,42,25.0,242,250,0.0,18.0,510,19.0,2.0,19.0,2.0,5.0,10.0,57.0,90.0,0.0,6.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MEMPHIS, UNIVERSITY OF",5.0,2.0,3.0,0.0,0.0,2,0,2,0,0,2,1,1,0,0,21,9,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,12,18,0,0,70,33,37,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,103,47,56,0,0,4.0,0.0,4.0,0.0,0.0,0,0,0,0,0,8,5,3,0,0,20,11,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,16,16,0,0,74,40,34,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,109,58,51,0,0,6.0,4.0,2.0,0.0,0.0,0,0,0,0,0,3,0,3,0,0,21,8,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,12,18,0,0,72,40,32,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,106,54,52,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15.0,2,13,62,0,0.0,92,216,0.0,10.0,318,5.0,1.0,8.0,25.0,0.0,0.0,39.0,83.0,0.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MERCER UNIVERSITY,8.0,3.0,5.0,0.0,0.0,0,0,0,0,0,5,1,4,0,0,8,1,7,0,0,0,0,0,0,0,6.0,2.0,4.0,0.0,0.0,27,7,20,0,0,122,50,72,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,151,58,93,0,0,7.0,3.0,4.0,0.0,0.0,0,0,0,0,0,7,3,4,0,0,3,1,2,0,0,0,0,0,0,0,4.0,2.0,2.0,0.0,0.0,21,9,12,0,0,79,36,43,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,104,48,56,0,0,10.0,6.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0,25,11,14,0,0,95,42,53,0,0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,125,57,68,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25.0,0,12,24,0,12.0,73,296,0.0,11.0,380,4.0,0.0,5.0,14.0,0.0,2.0,25.0,93.0,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MIAMI, UNIVERSITY OF",116.0,45.0,71.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,20,7,13,0,0,9,5,4,0,0,8.0,0.0,7.0,0.0,1.0,154,57,96,0,1,188,84,104,0,0,13.0,11.0,2.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,361,156,204,0,1,137.0,54.0,79.0,0.0,4.0,0,0,0,0,0,6,1,5,0,0,23,4,19,0,0,8,0,8,0,0,12.0,6.0,6.0,0.0,0.0,186,65,117,0,4,185,92,91,0,2,18.0,8.0,10.0,0.0,0.0,23.0,12.0,11.0,0.0,0.0,412,177,229,0,6,147.0,57.0,90.0,0.0,0.0,0,0,0,0,0,8,5,3,0,0,19,9,10,0,0,1,0,1,0,0,15.0,4.0,11.0,0.0,0.0,190,75,115,0,0,151,81,70,0,0,21.0,10.0,11.0,0.0,0.0,41.0,20.0,21.0,0.0,0.0,403,186,217,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,400.0,0,15,62,18,35.0,530,524,52.0,70.0,1176,142.0,1.0,8.0,22.0,0.0,10.0,183.0,149.0,15.0,41.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MICHIGAN STATE UNIVERSITY,22.0,8.0,14.0,0.0,0.0,4,3,1,0,0,5,3,2,0,0,21,10,11,0,0,1,0,1,0,0,12.0,6.0,6.0,0.0,0.0,65,30,35,0,0,138,66,71,1,0,4.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,210,97,112,1,0,10.0,6.0,4.0,0.0,0.0,3,2,1,0,0,3,1,2,0,0,5,1,4,0,0,0,0,0,0,0,9.0,4.0,5.0,0.0,0.0,30,14,16,0,0,182,97,85,0,0,6.0,3.0,3.0,0.0,0.0,12.0,5.0,7.0,0.0,0.0,230,119,111,0,0,6.0,2.0,4.0,0.0,0.0,1,1,0,0,0,7,6,1,0,0,10,5,5,0,0,0,0,0,0,0,9.0,4.0,5.0,0.0,0.0,33,18,15,0,0,148,79,69,0,0,6.0,5.0,1.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,195,106,89,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,38.0,8,15,36,1,30.0,128,468,16.0,23.0,635,8.0,4.0,8.0,13.0,0.0,7.0,40.0,173.0,5.0,9.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MICHIGAN, UNIVERSITY OF",36.0,14.0,21.0,0.0,1.0,3,1,2,0,0,50,21,29,0,0,22,14,8,0,0,0,0,0,0,0,24.0,12.0,12.0,0.0,0.0,135,62,72,0,1,189,95,91,0,3,8.0,4.0,4.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,338,163,171,0,4,36.0,22.0,14.0,0.0,0.0,2,1,1,0,0,34,15,18,0,1,22,4,18,0,0,0,0,0,0,0,21.0,11.0,10.0,0.0,0.0,115,53,61,0,1,201,105,92,0,4,5.0,3.0,2.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,327,165,157,0,5,21.0,11.0,10.0,0.0,0.0,3,2,1,0,0,41,19,21,0,1,13,7,6,0,0,0,0,0,0,0,30.0,15.0,15.0,0.0,0.0,108,54,53,0,1,191,89,102,0,0,2.0,0.0,2.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,311,148,162,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,93.0,8,125,57,0,75.0,358,581,15.0,22.0,976,19.0,1.0,31.0,14.0,1.0,20.0,86.0,226.0,5.0,8.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
