SchoolName,SchoolYear,school list,Full Time Resident Semester,FTRS Annual Fees,Full Time Non resident Semester,FTNRS Annual Fees,Part Time Resident Semester,PTRS Annual Fees,Part Time Non resident Semester,PTNRS Annual Fees,Full Time Resident Credit,FTRSPerCredit Annual Fees,Full Time Non resident Credit,FTNRSPerCredit Annual Fees,Part Time Resident Credit,PTRSPerCredit Annual Fees,Part Time Non resident Credit,PTNRSPerCredit Annual Fees,Other Semester,Other Semester Annual Fees,Other Credit,Other Per Credit Annual Fees,Tuition Guarantee Program,Living On Campus,Living Off Campus,Living At Home,19-20 Entering scholarships,19-20 Reduced/Eliminated Scholarships,18-19 Entering scholarships,18-19 Reduced/Eliminated Scholarships,17-18 Entering scholarships,17-18 Reduced/Eliminated Scholarships,FT_Resident_Semester,FTRS_AnnualFees,FT_NonResident_Semester,FTNRS_AnnualFees,PT_Resident_Semester,PTRS_AnnualFees,PT_NonResident_Semester,PTNRS_AnnualFees,FT_Resident_Credit,FTRS_PerCredit_AnnualFees,FT_NonResident_Credit,FTRS_PerCredit_AnnualFees1,PT_Resident_Credit,PTRS_PerCredit_AnnualFees,PT_NonResident_Credit,PTNRS_PerCredit_AnnualFees,Others_Semesters,Others_Semesters_AnnualFees,Others_Credit,Others_PerCredit_AnnualFees,Tuition_Guarantee_Program,Living_On_Campus,Living_Off_Campus,Living_At_Home,OfferScholorships,EnteringScholarships_22_23,ReducedScholarships_22_23,EnteringScholarships_21_22,ReducedScholarships_21_22,EnteringScholarships_20_21,ReducedScholarships_20_21,EnteringScholarships_23_24,ReducedScholarships_23_24,FT_Resident_Annual,FT_NonResident_Annual,PT_Resident_Annual,PT_NonResident_Annual,Others_Annual,Others_Annual_AnnualFees,Living_At_Military,EnteringScholarships_24_25,ReducedScholarships_24_25
,2022,FLORIDA STATE UNIVERSITY,0,0,0,0,0,0,0,0,602,"2,622","1,237","3,575",0,0,0,0,0,0,0,0,No,"21,200","21,200","8,200",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"FLORIDA, UNIVERSITY OF","19,139","2,860","34,602","3,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"18,720","21,140","7,390",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,FORDHAM UNIVERSITY,"68,156","1,010","68,156","1,010","51,118",916,"51,118",916,0,0,0,0,0,0,0,0,0,0,0,0,No,"31,094","31,094","31,094",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GEORGE MASON UNIVERSITY,"23,836","2,733","39,684","2,733",0,0,0,0,0,0,0,0,851,"2,048","1,417","2,048",0,0,0,0,No,"31,474","31,474","14,524",0.0,0.0,9.0,6.0,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GEORGE WASHINGTON UNIVERSITY,"67,380",0,"67,380",0,0,0,0,0,0,0,0,0,"2,370",0,"2,370",0,0,0,0,0,No,"29,600","29,600","29,600",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GEORGETOWN UNIVERSITY,"71,996",0,"71,996",0,0,0,0,0,0,0,0,0,"2,571",0,"2,571",0,0,0,0,0,No,"31,404","31,404","31,404",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GEORGIA STATE UNIVERSITY,"15,768","1,434","35,376","1,434","14,454","1,434","32,428","1,434",657,"1,434","1,474","1,434",657,"1,434","1,474","1,434",0,0,0,0,No,"17,962","21,962","10,981",92.0,6.0,56.0,2.0,96.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"GEORGIA, UNIVERSITY OF","17,604","1,390","36,362","1,390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"17,700","20,866","11,508",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GOLDEN GATE UNIVERSITY,0,0,0,0,0,0,0,0,"1,750",300,"1,750",300,"1,750",300,"1,750",300,0,0,0,0,No,0,"27,750","27,750",126.0,69.0,103.0,69.0,49.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,GONZAGA UNIVERSITY,"50,070",165,"50,070",165,0,0,0,0,0,0,0,0,"1,669",0,"1,669",0,0,0,0,0,No,"21,665","21,665","21,665",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,HARVARD UNIVERSITY,"70,430","1,304","70,430","1,304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"35,266","35,266","35,266",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"HAWAII, UNIVERSITY OF","22,392",772,"45,816",772,0,0,0,0,0,0,0,0,933,772,"1,909",772,0,0,"1,400",772,No,"23,379","23,379","12,739",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,HOFSTRA UNIVERSITY,"65,838",716,"65,838",716,"49,378",474,"49,378",474,"2,260",716,"2,260",716,"2,260",474,"2,260",474,0,0,0,0,No,"28,756","31,715","8,829",227.0,111.0,226.0,117.0,227.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"HOUSTON, UNIVERSITY OF","29,553","5,378","44,371","5,378","20,020","3,970","30,058","3,970",954,"5,378","1,432","5,378",954,"3,970","1,432","3,970",0,0,0,0,No,"19,704","20,858","13,042",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,HOWARD UNIVERSITY,"35,344","1,816","35,344","1,816",0,0,0,0,"1,964","1,816","1,964","1,816",0,0,0,0,0,0,0,0,No,"31,460","31,460","31,460",122.0,4.0,94.0,6.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"IDAHO, UNIVERSITY OF","24,352","24,352","43,588","43,588",0,0,0,0,0,0,0,0,"1,353","1,353","2,422","2,422",0,0,0,0,No,"17,016","17,016","17,016",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"ILLINOIS, UNIVERSITY OF","36,500","3,300","46,500","3,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"18,452","18,452","18,452",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,INDIANA UNIVERSITY - BLOOMINGTON,"36,750","1,435","58,000","1,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"24,420","24,420","24,420",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,INDIANA UNIVERSITY - INDIANAPOLIS,"30,432","1,172","50,496","1,172","22,824","1,348","37,872","1,348",951,"1,172","1,578","1,172",951,"1,348","1,578","1,348",0,0,"1,426",0,No,"19,016","19,016","19,016",139.0,29.0,157.0,41.0,147.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,INTER AMERICAN UNIVERSITY OF PUERTO RICO,"14,550","1,115","14,550","1,115","11,155","1,115","11,155","1,115",0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,"23,462","21,639",5.0,0.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"IOWA, UNIVERSITY OF","28,045","2,107","47,880","2,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"17,380","19,508","9,894",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"KANSAS, UNIVERSITY OF",0,0,0,0,0,0,0,0,751,985,959,985,0,0,0,0,0,0,0,0,No,"17,652","17,652","17,652",100.0,23.0,69.0,15.0,79.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"KENTUCKY, UNIVERSITY OF","24,204","1,544","49,836","1,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"19,080","19,080","8,442",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LEWIS AND CLARK COLLEGE,"53,666",50,"53,666",50,"40,248",50,"40,248",50,0,0,0,0,0,0,0,0,0,0,0,0,No,"28,100","28,100","28,100",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LIBERTY UNIVERSITY,"39,022","2,230","39,022","2,230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"26,834","30,200","19,252",136.0,0.0,110.0,0.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LINCOLN MEMORIAL,"41,100","3,452","41,100","3,452","24,660","3,452","24,660","3,452","1,370","3,452","1,370","3,452","1,370","3,452","1,370","3,452",0,0,0,0,No,"24,150","24,150","24,150",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOUISIANA STATE UNIVERSITY,"19,750","3,915","35,190","3,915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"22,630","24,462","16,958",229.0,57.0,204.0,59.0,199.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"LOUISVILLE, UNIVERSITY OF","24,550",100,"29,550",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"24,390","24,390","24,390",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,0,0,"62,390","1,022",0,0,"41,690",746,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"33,783","22,482",240.0,35.0,255.0,76.0,242.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA UNIVERSITY-CHICAGO,"52,210",946,"52,210",946,"39,170",350,"39,170",350,"1,695",946,"1,695",946,"1,695",350,"1,695",350,0,0,0,0,No,"25,428","25,428","25,428",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,LOYOLA UNIVERSITY-NEW ORLEANS,"48,450","1,640","48,450","1,640","36,340",860,"36,340",860,0,0,0,0,0,0,0,0,0,0,0,0,No,"25,844","25,844","25,844",141.0,12.0,130.0,0.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MAINE, UNIVERSITY OF","23,190","2,000","36,000","2,000",0,0,0,0,773,"2,000","1,200","2,000",0,0,0,0,"31,650","2,000","1,055","2,000",No,"16,790","16,790","8,526",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MARQUETTE UNIVERSITY,"49,710",0,"49,710",0,0,0,0,0,0,0,0,0,"1,965",0,"1,965",0,0,0,0,0,No,"20,048","20,048","20,048",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MARYLAND, UNIVERSITY OF","34,301","2,012","50,630","2,012","22,518","1,966","33,147","1,966",0,0,0,0,0,0,0,0,0,0,0,0,No,"24,983","29,662","18,412",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MCGEORGE SCHOOL OF LAW,"57,358",430,"57,358",430,"38,094",430,"38,094",430,"1,950",430,"1,950",430,"1,950",430,"1,950",430,0,0,0,0,No,"27,322","27,322","18,412",104.0,32.0,112.0,40.0,111.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MEMPHIS, UNIVERSITY OF","17,402","2,096","22,440","2,096","14,238","1,584","18,360","1,584",791,"2,096","1,020","2,096",791,"1,584","1,020","1,584",0,0,0,0,No,"26,140","26,140","9,861",69.0,18.0,97.0,25.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MERCER UNIVERSITY,"41,992",300,"41,992",300,0,0,0,0,"1,400",300,"1,400",300,0,0,0,0,0,0,0,0,No,"19,043","19,043","19,043",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MIAMI, UNIVERSITY OF","58,300","1,262","58,300","1,262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"32,330","17,842",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MICHIGAN STATE UNIVERSITY,"41,040",90,"45,600",90,0,0,0,0,"1,400",90,"1,555",90,0,0,0,0,0,0,0,0,No,"24,392","24,392","24,392",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MICHIGAN, UNIVERSITY OF","66,386",422,"69,386",422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"22,820","22,820","22,820",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MINNESOTA, UNIVERSITY OF","45,504","2,250","54,696","2,250",0,0,0,0,"1,896","2,250","2,279","2,250","1,896",0,"2,279",0,0,0,0,0,No,"23,844","23,844","23,844",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MISSISSIPPI COLLEGE,"36,540","1,662","36,540","1,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"23,325","23,325","23,325",80.0,29.0,88.0,36.0,71.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MISSISSIPPI, UNIVERSITY OF","17,630",440,"37,696",440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"20,198","20,198","20,198",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MISSOURI, UNIVERSITY OF","22,818","1,471","28,818","1,471",0,0,0,0,760,"1,471",960,"1,471",0,0,0,0,0,0,0,0,No,"20,984","20,984","20,984",22.0,4.0,13.0,4.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MISSOURI-KANSAS CITY, UNIVERSITY OF",0,0,0,0,0,0,0,0,702,"2,295",902,"2,295",702,"1,790",902,"1,790",0,0,0,0,No,"20,277","18,040","5,770",2.0,0.0,2.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,MITCHELL|HAMLINE,"49,868",880,"49,868",880,"36,020",880,"36,020",880,0,0,0,0,0,0,0,0,0,0,0,0,No,"21,450","21,450","21,450",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"MONTANA, UNIVERSITY OF","14,838","2,329","38,598","2,579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"18,326","18,326","18,326",67.0,0.0,62.0,3.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"NEBRASKA, UNIVERSITY OF",0,0,0,0,0,0,0,0,406,"3,432","1,094","3,432",0,0,0,0,0,0,0,0,No,"19,610","19,610","12,460",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NEW ENGLAND LAW | BOSTON,"54,384",240,"54,384",240,"40,792",240,"40,792",240,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"32,397","21,165",189.0,57.0,194.0,56.0,161.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NEW HAMPSHIRE UNIVERSITY OF,"40,000",314,"47,000",314,0,0,0,0,0,0,0,0,"1,350",314,"1,550",314,"43,500",0,"1,450",0,No,"20,930","20,930","11,430",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"NEW MEXICO, UNIVERSITY OF","18,460","1,249","41,604","1,249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"18,452","18,452","18,452",33.0,5.0,50.0,0.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NEW YORK LAW SCHOOL,"58,820","2,046","58,820","2,046","45,292","1,486","45,292","1,486",0,0,0,0,0,0,0,0,0,0,0,0,No,0,"23,759","10,719",309.0,168.0,240.0,112.0,284.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NEW YORK UNIVERSITY,"73,216","3,074","73,216","3,074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"33,000","33,000","33,000",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NORTH CAROLINA CENTRAL UNIVERSITY,"13,444","5,521","36,116","5,521","11,952","4,466","32,104","4,466",0,0,0,0,0,0,0,0,0,0,0,0,No,"25,220","25,220","25,220",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"NORTH CAROLINA, UNIVERSITY OF","21,141","3,341","41,353","3,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"26,368","26,368","12,340",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"NORTH DAKOTA, UNIVERSITY OF",0,0,0,0,0,0,0,0,508,71,"1,016",71,0,0,0,0,0,0,762,71,No,"18,033","18,032","18,032",3.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NORTHEASTERN UNIVERSITY,"58,648",156,"58,648",156,"43,980",144,"43,980",144,0,0,0,0,0,0,0,0,0,0,0,0,No,"19,300","19,300","7,980",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NORTHERN ILLINOIS UNIVERSITY,"22,159",400,"22,159",400,0,0,0,0,0,0,0,0,0,0,0,0,"38,708",400,0,0,No,"21,396","21,396","21,396",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NORTHERN KENTUCKY UNIVERSITY,"23,088",829,"35,906",829,"19,536",669,"30,382",669,888,829,"1,381",829,888,669,"1,381",669,0,0,0,0,No,"13,652","17,714","17,714",85.0,14.0,87.0,14.0,57.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NORTHWESTERN UNIVERSITY,"71,432",780,"71,432",780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"27,436","27,436","27,436",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"NOTRE DAME, UNIVERSITY OF","65,436",500,"65,436",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"21,510","21,510","11,160",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,NOVA SOUTHEASTERN UNIVERSITY,"44,557","1,640","44,557","1,640","33,411","1,640","33,411","1,640",0,0,0,0,0,0,0,0,0,0,0,0,No,0,"37,083","13,845",81.0,10.0,105.0,32.0,123.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,OHIO NORTHERN UNIVERSITY,"31,940",990,"31,940",990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"19,290","16,907","16,907",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,OHIO STATE UNIVERSITY,"33,361",502,"48,613",502,0,0,0,0,"2,085",502,"3,038",502,0,0,0,0,0,0,0,0,No,"19,986","19,986","19,986",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,OKLAHOMA CITY UNIVERSITY,0,0,0,0,0,0,0,0,"1,065","5,615","1,065","5,615",0,0,0,0,0,0,0,0,No,"12,600","12,600","12,600",5.0,1.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"OKLAHOMA, UNIVERSITY OF","16,500","5,783","29,940","5,783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"24,946","24,946","21,031",9.0,0.0,9.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"OREGON, UNIVERSITY OF","41,598","1,242","52,380","1,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"18,649","18,649","7,957",140.0,16.0,124.0,9.0,123.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,PACE UNIVERSITY,"51,240","1,108","51,240","1,108","38,450",816,"38,450",816,0,0,0,0,0,0,0,0,0,0,"1,765",0,No,"21,682","28,712","8,812",286.0,124.0,268.0,104.0,242.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,PENNSYLVANIA STATE - DICKINSON LAW,"56,592",182,"56,592",182,0,0,0,0,"2,358",182,"2,358",182,0,0,0,0,0,0,0,0,No,"24,650","24,650","7,954",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,PENNSYLVANIA STATE - PENN STATE LAW,"54,744",600,"54,744",600,0,0,0,0,"2,281",600,"2,281",600,0,0,0,0,0,0,0,0,No,"25,530","25,530","7,744",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"PENNSYLVANIA, UNIVERSITY OF","67,550","5,458","67,550","5,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"27,764","27,764",0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,PEPPERDINE UNIVERSITY,"63,660",560,"63,660",560,0,0,0,0,0,0,0,0,"2,340",310,"2,340",310,0,0,0,0,No,"31,600","31,600","31,600",134.0,31.0,122.0,24.0,131.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"PITTSBURGH, UNIVERSITY OF","37,090","1,235","47,734","1,235",0,0,0,0,0,0,0,0,"1,397",799,"2,090",799,0,0,0,0,No,"20,648","20,648","20,648",88.0,6.0,74.0,7.0,69.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,"16,160",948,"16,160",948,"12,120",948,"12,120",948,505,948,505,948,505,948,505,948,0,0,0,0,Yes,"15,296","20,727","12,766",100.0,35.0,103.0,20.0,79.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"PUERTO RICO, UNIVERSITY OF",0,0,0,0,0,0,0,0,305,600,305,600,305,600,305,600,0,0,0,0,No,"22,806","22,806","22,806",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,QUINNIPIAC UNIVERSITY,"52,820",980,"52,820",980,0,0,0,0,0,0,0,0,"1,845",990,"1,845",990,0,0,0,0,No,0,"25,242","17,380",65.0,25.0,100.0,48.0,91.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,REGENT UNIVERSITY,0,0,0,0,0,0,0,0,"1,235","2,646","1,235","2,646","1,235","2,646","1,235","2,646",0,0,0,0,No,"22,858","22,858","22,858",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"RICHMOND, UNIVERSITY OF","51,510",0,"51,510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"21,930","21,710","12,170",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,ROGER WILLIAMS UNIVERSITY,"43,115","1,600","43,115","1,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"18,616","18,616","18,616",156.0,41.0,95.0,26.0,98.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,RUTGERS UNIVERSITY,"27,083","3,543","41,053","3,543",0,0,0,0,0,0,0,0,"1,033","2,014","1,565","2,014",0,0,0,0,No,"20,251","30,995","13,803",432.0,64.0,318.0,43.0,344.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SAINT LOUIS UNIVERSITY,"45,800",774,"45,800",774,"33,420",470,"33,420",470,0,0,0,0,0,0,0,0,0,0,"2,170",0,No,"21,756","21,756","18,476",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SAMFORD UNIVERSITY,"43,662",0,"43,662",656,0,0,0,0,"1,455",0,"1,455",656,0,0,0,0,0,0,0,0,No,0,"20,893","6,943",157.0,33.0,149.0,0.0,156.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"SAN DIEGO, UNIVERSITY OF","60,380",481,"60,380",481,"44,630",461,"44,630",461,"2,080",481,"2,080",481,"2,080",461,"2,080",461,0,0,0,0,No,"31,218","31,218","20,565",239.0,50.0,218.0,47.0,214.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
