SchoolName,SchoolYear,school list,Full Time Resident Semester,FTRS Annual Fees,Full Time Non resident Semester,FTNRS Annual Fees,Part Time Resident Semester,PTRS Annual Fees,Part Time Non resident Semester,PTNRS Annual Fees,Full Time Resident Credit,FTRSPerCredit Annual Fees,Full Time Non resident Credit,FTNRSPerCredit Annual Fees,Part Time Resident Credit,PTRSPerCredit Annual Fees,Part Time Non resident Credit,PTNRSPerCredit Annual Fees,Other Semester,Other Semester Annual Fees,Other Credit,Other Per Credit Annual Fees,Tuition Guarantee Program,Living On Campus,Living Off Campus,Living At Home,19-20 Entering scholarships,19-20 Reduced/Eliminated Scholarships,18-19 Entering scholarships,18-19 Reduced/Eliminated Scholarships,17-18 Entering scholarships,17-18 Reduced/Eliminated Scholarships,FT_Resident_Semester,FTRS_AnnualFees,FT_NonResident_Semester,FTNRS_AnnualFees,PT_Resident_Semester,PTRS_AnnualFees,PT_NonResident_Semester,PTNRS_AnnualFees,FT_Resident_Credit,FTRS_PerCredit_AnnualFees,FT_NonResident_Credit,FTRS_PerCredit_AnnualFees1,PT_Resident_Credit,PTRS_PerCredit_AnnualFees,PT_NonResident_Credit,PTNRS_PerCredit_AnnualFees,Others_Semesters,Others_Semesters_AnnualFees,Others_Credit,Others_PerCredit_AnnualFees,Tuition_Guarantee_Program,Living_On_Campus,Living_Off_Campus,Living_At_Home,OfferScholorships,EnteringScholarships_22_23,ReducedScholarships_22_23,EnteringScholarships_21_22,ReducedScholarships_21_22,EnteringScholarships_20_21,ReducedScholarships_20_21,EnteringScholarships_23_24,ReducedScholarships_23_24,FT_Resident_Annual,FT_NonResident_Annual,PT_Resident_Annual,PT_NonResident_Annual,Others_Annual,Others_Annual_AnnualFees,Living_At_Military,EnteringScholarships_24_25,ReducedScholarships_24_25
,2022,"SAN FRANCISCO, UNIVERSITY OF","52,580",80,"52,580",80,0,0,0,0,0,0,0,0,"1,820",56,"1,820",56,0,0,0,0,No,"29,710","28,880",0,85.0,34.0,42.0,15.0,90.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SANTA CLARA UNIVERSITY,0,0,0,0,0,0,0,0,"2,016",0,"2,016",0,"2,016",0,"2,016",0,0,0,0,0,Yes,"37,278","37,278","37,278",100.0,26.0,154.0,59.0,129.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SEATTLE UNIVERSITY,0,0,0,0,0,0,0,0,"1,772",546,"1,772",546,"1,772",416,"1,772",416,0,0,0,0,No,"28,737","28,737","13,302",183.0,33.0,174.0,45.0,171.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SETON HALL UNIVERSITY,"61,980","1,680","61,980","1,680","46,484","1,680","46,484","1,680",0,0,0,0,0,0,0,0,0,0,0,0,No,0,"23,038","11,176",145.0,34.0,181.0,26.0,153.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTH CAROLINA, UNIVERSITY OF","18,556","5,166","35,342","6,158",0,0,0,0,0,0,0,0,0,0,0,0,"26,780","6,158",0,0,No,"19,501","19,501","12,351",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTH DAKOTA, UNIVERSITY OF","11,736","5,057","31,276","5,057",0,0,0,0,0,0,0,0,391,"4,117","1,042","4,117",0,0,0,0,No,"14,671","17,230","8,509",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SOUTH TEXAS COLLEGE OF LAW HOUSTON,"37,900",700,"37,900",700,"25,500",700,"25,000",700,"1,240",700,"1,240",700,"1,240",700,"1,240",700,0,0,0,0,No,0,"24,050","17,166",204.0,82.0,216.0,106.0,226.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"SOUTHERN CALIFORNIA, UNIVERSITY OF","72,798","1,200","72,798","1,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"25,004","25,004","12,404",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,"16,957","4,598","16,957","4,598",0,0,0,0,547,"4,598",547,"4,598",0,0,0,0,0,0,0,0,No,"18,350","18,350","18,350",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN METHODIST UNIVERSITY,"54,090","6,968","54,090","6,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,081",293,No,"21,226","28,507","5,176",5.0,0.0,8.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHERN UNIVERSITY,"11,338","7,994","11,338","20,594","10,484","6,680","10,484","19,280",0,0,0,0,0,0,0,0,0,0,0,0,No,"23,128","23,128","23,128",113.0,54.0,155.0,28.0,85.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SOUTHWESTERN LAW SCHOOL,"56,146",0,"56,146",0,"37,447",0,"37,447",0,0,0,0,0,0,0,0,0,"78,878",0,0,0,No,"30,862","34,939","19,774",222.0,103.0,204.0,107.0,176.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,ST. JOHN'S UNIVERSITY,"67,800","1,192","67,800","1,192","50,850","1,192","50,850","1,192",0,0,0,0,0,0,0,0,0,0,0,0,No,"30,335","27,315","11,230",212.0,17.0,198.0,27.0,204.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,ST. MARY'S UNIVERSITY,"41,138","1,104","41,138","1,104","27,354",630,"27,354",630,0,0,0,0,0,0,0,0,0,0,0,0,No,"23,142","23,142","23,142",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,ST. THOMAS UNIVERSITY (FLORIDA),"42,200","2,630","42,200","2,630",0,0,0,0,"1,759","2,630","1,759","2,630",0,0,0,0,0,0,0,0,No,"30,634","32,740","15,832",150.0,78.0,104.0,47.0,114.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)","46,220",520,"46,220",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"22,194","22,194","22,194",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,STANFORD UNIVERSITY,"66,924","2,073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"42,756","46,233",0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,STETSON UNIVERSITY,"48,542",496,"48,542",496,"31,924",422,"31,924",422,0,0,0,0,0,0,0,0,0,0,0,0,No,"19,802","19,802","11,078",16.0,0.0,11.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SUFFOLK UNIVERSITY,"53,920","1,264","53,920","1,264","40,440",856,"40,440",856,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"29,180","19,930",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,SYRACUSE UNIVERSITY,"57,290","2,192","57,290","2,192",0,0,0,0,0,0,0,0,"2,057","1,102","2,057","1,102",0,0,0,0,No,"22,548","22,548","7,192",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TEMPLE UNIVERSITY,"28,420","1,167","43,560","1,167","22,740","1,167","34,860","1,167",0,0,0,0,0,0,0,0,0,0,0,0,No,"24,404","24,404","14,054",186.0,10.0,166.0,4.0,192.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"TENNESSEE, UNIVERSITY OF","16,696","3,472","35,140","3,702",0,0,0,0,928,"3,472","1,954","3,702",0,0,0,0,0,0,0,0,No,"20,664","20,664","11,952",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS A&M UNIVERSITY,"32,634",0,"48,618",0,"25,361",0,"37,350",0,0,0,0,0,0,0,0,0,0,0,0,0,No,"28,582","28,582","28,582",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"TEXAS AT AUSTIN, UNIVERSITY OF","36,429",0,"54,096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"23,324","23,324","12,100",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS SOUTHERN UNIVERSITY,"19,201","1,836","26,424","1,836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"22,058",0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TEXAS TECH UNIVERSITY,"22,590","4,942","33,930","4,942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"16,170","16,170","16,170",42.0,13.0,49.0,28.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,THOMAS M. COOLEY LAW SCHOOL,0,0,0,0,0,0,0,0,"1,450",640,"1,450",640,"1,450",640,"1,450",640,0,0,0,0,No,0,"22,566","22,566",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"TOLEDO, UNIVERSITY OF","24,678","3,012","24,678","3,212","18,509","2,499","18,509","2,699","1,028","3,012","1,028","3,212","1,028","2,499","1,028","2,699",0,0,0,0,No,"18,819","18,819","8,745",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TOURO UNIVERSITY,"54,480","1,150","54,480","1,150","40,860","1,150","40,860","1,150",0,0,0,0,0,0,0,0,0,0,"1,860","1,150",No,0,"32,390","32,390",196.0,96.0,182.0,89.0,155.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,TULANE UNIVERSITY,"60,390","4,478","60,390","4,478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"25,722","25,722","9,372",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"TULSA, UNIVERSITY OF","27,686",855,"27,686",855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"24,566","24,123","13,600",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF BUFFALO-SUNY,"28,488","1,539","33,328","1,539",0,0,0,0,"1,293","1,539","1,494","1,539",0,0,0,0,0,0,0,0,No,"18,164","18,164","18,164",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO","46,034",0,"52,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"29,662","29,662","29,662",285.0,41.0,236.0,38.0,203.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,0,0,0,0,0,0,0,0,"1,200","4,488","1,500","4,488","1,200","4,100","1,500","4,100",0,0,0,0,No,"22,426","22,426","22,426",142.0,75.0,150.0,62.0,148.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,"29,500","1,050","38,600","1,050",0,0,0,0,0,0,0,0,"1,229",881,"1,608",881,"31,500","1,050","1,312","1,050",No,"25,224","29,536","20,318",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,UNIVERSITY OF NEVADA - LAS VEGAS,"28,000","1,678","40,900","1,678",0,0,0,0,0,0,0,0,"1,000","1,638","1,460","1,638",0,0,0,0,No,"17,862","28,690","20,176",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,UNT DALLAS COLLEGE OF LAW,0,0,0,0,0,0,0,0,562,"2,260",980,"1,080",562,"2,260",980,"1,080",0,0,0,0,No,0,"24,632","15,432",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"UTAH, UNIVERSITY OF","32,451","1,183","42,415","1,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"20,476","23,032","17,908",1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,VANDERBILT UNIVERSITY,"66,696","2,120","66,696","2,120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"29,968","29,968","29,968",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,VERMONT LAW SCHOOL,"49,700","1,075","49,700","1,075",0,0,0,0,0,0,0,0,0,0,0,0,"29,820",450,0,0,No,"19,972","19,972","19,972",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,VILLANOVA UNIVERSITY,"52,980",575,"52,980",575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,"22,732","11,482",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"VIRGINIA, UNIVERSITY OF","65,110","3,390","67,428","4,072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"21,436","21,436","21,436",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WAKE FOREST UNIVERSITY,"51,000","1,028","51,000","1,028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"26,716","26,716","26,716",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WASHBURN UNIVERSITY,0,0,0,0,0,0,0,0,844,110,"1,291",110,0,0,0,0,0,0,0,0,No,"16,133","16,133","8,021",23.0,11.0,35.0,17.0,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WASHINGTON AND LEE UNIVERSITY,"52,080","2,380","52,080","2,380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"19,920","13,810",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WASHINGTON UNIVERSITY,"64,488",716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"24,474",0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"WASHINGTON, UNIVERSITY OF","40,635","1,053","52,401","1,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"26,025","26,025","11,271",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WAYNE STATE UNIVERSITY,"36,502","2,119","39,838","2,119","19,628","1,290","21,407","1,290","1,146","2,119","1,257","2,119","1,146","1,290","1,257","1,290",0,0,0,0,No,"23,990","23,990","6,166",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WEST VIRGINIA UNIVERSITY,"23,904","1,368","40,752","1,368",0,0,0,0,0,0,0,0,"1,404",0,"2,340",0,0,0,0,0,No,"15,470","15,470","15,470",87.0,7.0,77.0,4.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WESTERN NEW ENGLAND UNIVERSITY,"46,050","2,370","46,050","2,370","34,538","1,240","34,538","1,240",0,0,0,0,0,0,0,0,0,0,0,0,No,"19,930","19,930","19,930",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WESTERN STATE COLLEGE OF LAW,"44,580",375,"44,580",375,"29,800",375,"29,800",375,0,0,0,0,0,0,0,0,0,0,0,0,No,0,"25,844","16,934",106.0,74.0,101.0,75.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WIDENER UNIVERSITY-DELAWARE,0,0,0,0,0,0,0,0,"1,793",120,"1,793",120,"1,793",120,"1,793",120,0,0,0,0,No,"23,341","23,341","14,800",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WIDENER-COMMONWEALTH,0,0,0,0,0,0,0,0,"1,716",190,"1,716",190,"1,716",190,"1,716",190,0,0,0,0,No,0,"24,980","16,484",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WILLAMETTE UNIVERSITY,"49,000",80,"49,000",80,0,0,0,0,0,0,0,0,"1,922",0,"1,922",0,0,0,0,0,No,"18,216","18,216","18,216",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,WILLIAM AND MARY LAW SCHOOL,"31,668","6,606","48,837","7,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"21,550","21,550","21,550",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"WISCONSIN, UNIVERSITY OF","31,635","1,523","50,331","1,523",0,0,0,0,"1,318","1,523","2,097","1,523",0,0,0,0,0,0,0,0,No,"23,460","23,460","11,766",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,"WYOMING, UNIVERSITY OF",0,0,0,0,0,0,0,0,532,"1,584","1,136","1,584",0,0,0,0,0,0,0,0,No,"18,080","18,080","10,263",58.0,0.0,89.0,0.0,68.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022,YALE UNIVERSITY,"69,100","2,325","69,100","2,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,"25,256","25,256","25,256",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Akron, The University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,359","$3,756","$22,359","$3,856","$14,906","$2,891","$14,906","$2,991",$745,"$3,756",$745,"$3,756",$745,"$2,891",$745,"$2,991",$0,$0,$0,$0,-,"$17,050","$5,500","$5,500",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Alabama, The University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,080",$837,"$45,570",$837,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$21,624","$21,624","$21,624",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Albany Law School,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,044",$190,"$58,044",$190,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,515",$190,No,$0,"$20,282",$0,No,0.0,0.0,74.0,14.0,67.0,14.0,,,,,,,,,,,
American University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,936","$1,152","$61,936","$1,152",$0,$0,$0,$0,$0,$0,$0,$0,"$2,294",$512,"$2,294",$512,$0,$0,$0,$0,No,"$26,256","$26,256","$26,256",Yes,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,
Appalachian School of Law,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,000",$0,"$41,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,$0,"$41,800","$41,800",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Arizona State University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,826","$1,013","$49,304","$1,013",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$28,237","$28,237","$28,237",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Arizona, The University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,500","$1,700","$29,000","$1,700",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$22,250","$22,250","$9,950",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Arkansas at Little Rock, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$445,"$3,367",$977,"$3,367",$445,"$2,763",$977,"$2,763",$0,$0,$0,$0,No,"$17,598","$20,362","$9,697",Yes,74.0,34.0,85.0,30.0,87.0,32.0,,,,,,,,,,,
"Arkansas, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$517,"$2,398","$1,244","$2,398",$0,$0,$0,$0,$0,$0,$0,$0,No,"$20,260","$20,260","$20,260",No,0.0,0.0,0.0,0.0,56.0,20.0,,,,,,,,,,,
Atlanta's John Marshall Law School,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,006","$1,000","$51,006","$1,000","$30,868","$1,000","$30,868","$1,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$34,375","$34,375","$34,375",Yes,131.0,51.0,129.0,37.0,137.0,56.0,,,,,,,,,,,
Ave Maria School of Law,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,400","$3,256","$46,400","$3,256",$0,$0,$0,$0,$0,$0,$0,$0,"$2,320","$3,256","$2,320","$3,256",$0,$0,$0,$0,Yes,"$32,765","$32,765","$32,765",Yes,85.0,24.0,105.0,42.0,104.0,40.0,,,,,,,,,,,
"Baltimore, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,626","$2,354","$48,660","$2,354","$24,300","$1,784","$34,254","$1,784",$0,$0,$0,$0,"$1,350","$1,784","$1,903","$1,784",$0,$0,$0,$0,No,"$25,430","$25,430","$12,710",Yes,144.0,19.0,156.0,43.0,145.0,38.0,,,,,,,,,,,
Barry University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,000","$1,150","$42,000","$1,150","$31,726","$1,100","$31,726","$1,100",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,500",$35,No,$0,"$28,300","$28,300",Yes,253.0,142.0,315.0,152.0,276.0,117.0,,,,,,,,,,,
Baylor University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,"$1,471",$95,"$1,471",$95,"$1,471",$0,"$1,471",$0,$0,$0,$0,$0,No,"$24,851","$27,465","$14,210",Yes,110.0,10.0,174.0,29.0,135.0,28.0,,,,,,,,,,,
Belmont University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,370","$2,010","$52,370","$2,010",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$29,320","$29,320","$29,320",Yes,50.0,9.0,48.0,12.0,45.0,14.0,,,,,,,,,,,
Boston College,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,600",$513,"$66,600",$513,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,$0,"$23,988","$11,253",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Boston University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,606","$1,414","$63,606","$1,414",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$21,528","$21,528","$14,934",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Brigham Young University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,076",$0,"$30,152",$0,$0,$0,$0,$0,$887,$0,"$1,774",$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$20,496","$23,408","$10,584",Yes,3.0,0.0,2.0,1.0,3.0,0.0,,,,,,,,,,,
Brooklyn Law School,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,800",$581,"$69,800",$581,"$52,350",$581,"$52,350",$581,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,464",$0,Yes,"$26,950","$26,950","$10,750",Yes,365.0,61.0,390.0,73.0,394.0,74.0,,,,,,,,,,,
"Buffalo, University at",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,170","$3,078","$31,160","$3,078",$0,$0,$0,$0,"$1,090","$3,078","$1,298","$3,078","$1,090",$0,"$1,298",$0,$0,$0,$0,$0,No,"$22,762","$22,762","$22,762",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
California Western School of Law,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,280",$150,"$60,280",$150,"$45,080",$150,"$45,080",$150,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,$0,"$30,490","$15,760",Yes,194.0,124.0,161.0,107.0,159.0,111.0,,,,,,,,,,,
"California-Berkeley, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,304","$3,299","$71,732","$3,299",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$43,198","$43,198","$43,198",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
"California-Davis, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,919","$2,264","$64,899","$2,264",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,No,"$36,576","$36,576","$36,576",No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
